,0,1,2,3
2.51,0.5405678424,0.11182969820000001,0.0548300503,0.1950108801
2.52,0.520492673,0.1039967562,0.0560307416,0.18471434720000002
2.53,0.4962848856,0.0965133021,0.058244252600000004,0.1754033472
2.54,0.4680798156,0.08970364110000001,0.061563743500000004,0.1674969241
2.55,0.4366250902,0.08384720100000001,0.0659235699,0.1612724169
2.56,0.4027647185,0.07908943830000001,0.0711818815,0.1568014218
2.57,0.36707249140000003,0.0757986524,0.0773238716,0.1544608996
2.58,0.3306364822,0.0739015313,0.0840716589,0.1539668383
2.59,0.2942662794,0.0736106814,0.0913005251,0.1554099609
2.6,0.2589327688,0.0749137434,0.098779144,0.1585410719
2.61,0.2253797697,0.0777079685,0.1063053893,0.16302800550000002
2.62,0.19481573900000002,0.08211183150000001,0.1136428248,0.1686470791
2.63,0.167596674,0.0878029447,0.12062298810000001,0.1748437377
2.64,0.1447472361,0.09476652690000001,0.1270258009,0.1812159134
2.65,0.126724302,0.1027718673,0.13270351360000002,0.1872382091
2.66,0.1137173336,0.1115996762,0.1375709371,0.1924819777
2.67,0.1066660616,0.1211142863,0.14142266550000002,0.19631484
2.68,0.1049196221,0.1310244971,0.1443352544,0.1985064045
2.69,0.10900268660000001,0.1411616504,0.1461882811,0.1985098975
2.7,0.11843731,0.15130409350000001,0.1470442768,0.19611610200000001
2.71,0.1327164438,0.16128508830000002,0.1469782279,0.1912300423
2.72,0.1517963017,0.1708980538,0.1459705479,0.18347365670000002
2.73,0.1744602621,0.18005424820000002,0.1442291376,0.1732337699
2.74,0.2003420088,0.1885821556,0.1417839672,0.16037757400000002
2.75,0.2283881989,0.1964190136,0.1387954416,0.1453135342
2.76,0.2577428869,0.203521362,0.1353839219,0.12842017890000001
2.77,0.2875074834,0.20976857270000002,0.1316343449,0.1100241389
2.78,0.31678267400000004,0.21524664340000002,0.1276832718,0.0908073699
2.79,0.34462799320000004,0.21986716950000001,0.1235963117,0.0712757418
2.8,0.3703087473,0.2237019309,0.1194532361,0.052097457800000004
2.81,0.3932302334,0.2267904343,0.11529781210000001,0.033839606200000004
2.82,0.41250650800000005,0.2291101934,0.111160795,0.017273867300000002
2.83,0.4281538754,0.2308119573,0.1070583489,0.0027924545
2.84,0.4372137427,0.23436906340000002,0.1039547365,0.0
2.85,0.44223486100000003,0.2372574764,0.10076207270000001,0.0
2.86,0.4440111142,0.2386938082,0.0972071342,0.0
2.87,0.442569824,0.2385434227,0.0932104787,0.0
2.88,0.4386185898,0.23699756870000002,0.0887974802,0.0
2.89,0.43232217840000003,0.23392295840000002,0.08391215490000001,0.0
2.9,0.42441679200000004,0.2295147137,0.0786195834,0.0
2.91,0.4144027698,0.22500648950000002,0.07334120920000001,0.0042332258000000005
2.92,0.40118072800000004,0.2223217451,0.0689518116,0.0191571999
2.93,0.3875411959,0.21927410830000002,0.0646430124,0.03612632
2.94,0.3741812874,0.2158037234,0.0605238395,0.0547540445
2.95,0.3617513312,0.2119415272,0.0566968427,0.07422368730000001
2.96,0.35080545,0.20767357190000002,0.0532888804,0.09391842680000001
2.97,0.34197797,0.2029680449,0.050485821300000004,0.11308956240000001
2.98,0.3353899355,0.1978658616,0.0483600714,0.13118333640000002
2.99,0.3316146696,0.192310582,0.0471614767,0.1473882339
3.0,0.33048942540000004,0.1863485286,0.046936599700000005,0.16133065970000002
3.01,0.3320526797,0.1799758035,0.047816225000000004,0.17253226230000002
3.02,0.33625469020000004,0.1731862889,0.0499505497,0.18047240620000002
3.03,0.34256271380000003,0.1660392027,0.053258367200000004,0.18527526300000002
3.04,0.3508385771,0.1585103849,0.0579166418,0.1863870558
3.05,0.3603713035,0.1506712591,0.0637445443,0.1842323712
3.06,0.3706814009,0.14254397530000001,0.0707031915,0.1788463067
3.07,0.3811322218,0.13416337,0.07868915380000001,0.1704117506
3.08,0.3911507809,0.1255953179,0.0874388553,0.1595764852
3.09,0.4000060476,0.11686753080000001,0.0968185028,0.14651477400000001
3.1,0.4072598328,0.108052385,0.1064937286,0.1320392017
3.11,0.4123689251,0.0992001628,0.11620913220000001,0.1166511601
3.12,0.4148104044,0.0903753305,0.1256327427,0.1010103888
3.13,0.4145488587,0.0816317559,0.1345138451,0.0857040205
3.14,0.41094813900000005,0.0730528971,0.14243448590000002,0.07145146000000001
3.15,0.40433950090000004,0.0646845351,0.1492298762,0.0586776862
3.16,0.3945972003,0.0566015656,0.1546027261,0.047920244
3.17,0.3818352179,0.0488833699,0.1582983674,0.039654345800000004
3.18,0.36656262770000003,0.041557559800000005,0.1603289486,0.033923705000000005
3.19,0.34879665120000003,0.034760602,0.160326937,0.0313361918
3.2,0.32930672720000004,0.0284877608,0.15853260090000001,0.0315477458
3.21,0.3084528167,0.0228329052,0.1548675089,0.0346986428
3.22,0.2868018035,0.0178663078,0.14943130200000002,0.0406478188
3.23,0.2649016092,0.013577242000000002,0.1425267781,0.0489300084
3.24,0.24331335040000002,0.0101297094,0.1341799413,0.0595293054
3.25,0.2224785299,0.0074459565,0.1248695221,0.07170933930000001
3.26,0.20286620760000001,0.0056140172,0.1148266411,0.0851444538
3.27,0.1848676149,0.0046558641000000005,0.1044230099,0.09929318840000001
3.28,0.1685956058,0.0045100614,0.0939986681,0.11365386570000001
3.29,0.1545379616,0.0053039902,0.08395202110000001,0.1276986903
3.3,0.1424489075,0.0068837376,0.0745501887,0.14103290200000002
3.31,0.1324776419,0.009284678400000001,0.0661324555,0.1532189705
3.32,0.12448725990000001,0.0124487229,0.0589566194,0.1639249627
3.33,0.1181707476,0.0162669247,0.0531049503,0.1730529006
3.34,0.11349169070000001,0.020752546,0.0489222543,0.18021389810000002
3.35,0.1099224344,0.0257241601,0.0462234115,0.1856645741
3.36,0.10724143030000001,0.031129817,0.0451226876,0.1893348159
3.37,0.1050710628,0.0368426794,0.0454897888,0.1914527937
3.38,0.10309211310000001,0.0427409167,0.047092753,0.19236264
3.39,0.1010020523,0.048712428200000005,0.0498555949,0.1923044905
3.4,0.09859005030000001,0.054627961600000004,0.05335564600000001,0.19182479
3.41,0.095663521,0.060363146300000003,0.0573624789,0.19134786180000002
3.42,0.0921472966,0.0657976801,0.061511856100000005,0.1914046251
3.43,0.0880755959,0.0708495738,0.0654981753,0.19241398580000002
3.44,0.0834859372,0.0753549531,0.06893204900000001,0.1950475613
3.45,0.078629719,0.079303419,0.0716023348,0.1995073058
3.46,0.07375191390000001,0.0825669995,0.0731796232,0.20634697600000002
3.47,0.0692226883,0.0851117797,0.073491876,0.21578781030000002
3.48,0.0653913116,0.0869336284,0.0724724875,0.2278903497
3.49,0.0628494648,0.08792363210000001,0.06989189400000001,0.2430717547
3.5,0.061878672,0.088187293,0.0659696468,0.2608948488
3.51,0.0631142157,0.0876650092,0.0606611827,0.2814874449
3.52,0.0669251275,0.08642682460000001,0.054213088900000005,0.3044326636
3.53,0.0735836498,0.0845398777,0.0468816335,0.3293068904
3.54,0.083777316,0.0820032503,0.038912435700000005,0.3557743136
3.55,0.09729252270000001,0.07896829500000001,0.0307212359,0.3830937739
3.56,0.11464631800000001,0.0754616471,0.0226743496,0.4107106431
3.57,0.13566281160000002,0.0716024723,0.015188499999999999,0.4378910191
3.58,0.1601775383,0.0674822796,0.0086145108,0.4640079365
3.59,0.18830452720000002,0.0631812742,0.0034783609,0.4881639609
3.6,0.2192945486,0.0588057967,0.0,0.5099254887
3.61,0.25272702480000003,0.054501685300000005,0.0,0.5288051893
3.62,0.2886590404,0.050184108000000005,0.0,0.5434052057000001
3.63,0.3259628673,0.0460996741,0.0022782650000000002,0.5541995211
3.64,0.3639124696,0.0422810116,0.0079478415,0.5602812558
3.65,0.40186398370000004,0.0387615929,0.015911411,0.561939044
3.66,0.4390377474,0.0356376835,0.0263465006,0.5585284133
3.67,0.4747118648,0.0329338355,0.0388834778,0.5504497495
3.68,0.5082346008,0.030687061300000002,0.0532751076,0.5378730236
3.69,0.5386801525,0.0289752669,0.0692964768,0.5207727615000001
3.7,0.5658371868000001,0.0277647599,0.08640164980000001,0.5000426868
3.71,0.5887411017,0.0271454248,0.1042763388,0.4757652281
3.72,0.6073009868,0.0270894658,0.1223862772,0.44885042500000005
3.73,0.6212079287,0.0276130974,0.14030769980000002,0.41989527670000004
3.74,0.6299224914,0.0287675459,0.15751809560000002,0.3895585897
3.75,0.6339415536,0.0304889159,0.1737000562,0.3586727427
3.76,0.632684856,0.0328528084,0.1883026247,0.32794884020000004
3.77,0.6267748344,0.0357970059,0.2011231889,0.2981054952
3.78,0.6163659368000001,0.0393223053,0.2118853723,0.26977432430000003
3.79,0.6015645463,0.043444229800000005,0.2202491903,0.2437168153
3.8,0.5832065321000001,0.048078700700000004,0.2263578621,0.2201756966
3.81,0.5613035557,0.0532621571,0.22985879780000001,0.199960416
3.82,0.5367183217,0.058899986200000004,0.2310450718,0.1830810587
3.83,0.5098713178000001,0.0649577522,0.229960352,0.1698260326
3.84,0.4812457807,0.07139089600000001,0.2266843366,0.16049658590000002
3.85,0.45150327090000003,0.07809787210000001,0.2216461761,0.1546942116
3.86,0.4210378487,0.085033493,0.2148877603,0.1528160754
3.87,0.390411033,0.09208338640000001,0.2068954509,0.1542462546
3.88,0.3600235691,0.09916423840000001,0.19791646770000001,0.15884997780000001
3.89,0.3303182005,0.10616493140000001,0.1882586142,0.16637668590000002
3.9,0.3015391867,0.1129985941,0.1782597132,0.1761915308
3.91,0.2741477651,0.1195225678,0.1681764455,0.18816742760000002
3.92,0.24823333120000002,0.1256653087,0.1582638153,0.2016154001
3.93,0.2240526794,0.1313135763,0.1487186751,0.2161955793
3.94,0.2018362055,0.1363476238,0.1397226016,0.23148039450000002
3.95,0.18151777160000002,0.1407470844,0.1313199698,0.24705539270000001
3.96,0.1635005592,0.1443331206,0.1236646539,0.2625812168
3.97,0.1475830921,0.1471463755,0.1166744733,0.2777685877
3.98,0.13394533020000002,0.149104028,0.11035624000000001,0.292377728
3.99,0.1226934883,0.1501626473,0.1046506044,0.30620447300000003
4.0,0.1136599026,0.1503974067,0.09942048540000001,0.31921631300000003
4.01,0.1072446548,0.1496949934,0.0946185034,0.3312218283
4.02,0.1031451756,0.1482117263,0.0900726552,0.3423502675
4.03,0.10155036490000001,0.14594480070000002,0.0856947371,0.35258496780000004
4.04,0.1025181866,0.1429595283,0.0813771018,0.3620013234
4.05,0.1058489703,0.1393887511,0.0770453984,0.3707611411
4.06,0.1119321404,0.13524120480000001,0.0726384614,0.3788890633
4.07,0.1203660035,0.13069609370000002,0.0681497222,0.3865913247
4.08,0.1312904793,0.12582159210000002,0.0635890441,0.3939392346
4.09,0.14462522020000002,0.12073027480000001,0.0590134307,0.4010290817
4.1,0.1600820149,0.1155282615,0.054499857000000006,0.40793583380000004
4.11,0.1778326019,0.11030745010000001,0.0501917755,0.41466020600000003
4.12,0.1973530781,0.1051543425,0.0461972103,0.4212120143
4.13,0.2185655434,0.10014695750000001,0.0426946308,0.4275209826
4.14,0.241149997,0.0953509542,0.0398582424,0.4334816219
4.15,0.2647264433,0.09079468610000001,0.0377864355,0.4389936968
4.16,0.2890376107,0.0865542989,0.036772235800000004,0.4437880745
4.17,0.3136046757,0.0826059425,0.0367971151,0.44776587170000004
4.18,0.3380590847,0.0789850842,0.038058432100000004,0.45063465
4.19,0.3619588347,0.0756855198,0.040609875600000005,0.4521650139
4.2,0.3849726472,0.0726801255,0.044400149900000005,0.45223018460000003
4.21,0.4065201368,0.0699960115,0.0495891368,0.4503701107
4.22,0.42644067950000003,0.0675762953,0.055926974600000005,0.44666192720000003
4.23,0.4442473709,0.06543310520000001,0.0634212162,0.44076409240000003
4.24,0.4596878716,0.0635508229,0.0718819587,0.4326105143
4.25,0.47267273670000004,0.061915728100000005,0.0810964858,0.4222559977
4.26,0.48268333620000003,0.060569837,0.090918363,0.4093964565
4.27,0.4900148858,0.059494023900000005,0.10103811800000001,0.394412074
4.28,0.4943600219,0.0587472438,0.1112371728,0.37719562630000003
4.29,0.4958651369,0.058363535,0.12124310660000001,0.3580069759
4.3,0.4947407608,0.0583759051,0.1308419802,0.3371298693
4.31,0.4908582308,0.0589032732,0.1397234796,0.3146716477
4.32,0.4847863978,0.05994461500000001,0.1477841414,0.2911386376
4.33,0.4765618699,0.061626834900000003,0.15476320600000001,0.2667665708
4.34,0.4666059668,0.0639953443,0.16057030760000002,0.2419843996
4.35,0.45527228820000004,0.0670862057,0.1651632305,0.2171483613
4.36,0.44279928500000004,0.0710405472,0.1683588252,0.19267929020000002
4.37,0.4296555107,0.0757889383,0.17033576450000001,0.1688790876
4.38,0.41610458710000003,0.0814422065,0.1710063355,0.14616695840000002
4.39,0.4024956169,0.0879497739,0.17053495670000002,0.1248041359
4.4,0.3890820667,0.0952695353,0.1690584655,0.10499893910000001
4.41,0.37615385020000003,0.1034224151,0.1666484799,0.08714693450000001
4.42,0.36383389860000004,0.1122311926,0.1635806945,0.07116272900000001
4.43,0.3523421505,0.1216607222,0.15996648230000002,0.057372243
4.44,0.34172411010000003,0.1315302177,0.1560357405,0.0456867471
4.45,0.33200861600000003,0.1416895937,0.1519563834,0.0360743565
4.46,0.3232741919,0.151963908,0.1479031707,0.0286590307
4.47,0.31536515400000004,0.1621589293,0.14400923540000002,0.0230919409
4.48,0.3083019012,0.1720538057,0.1404180753,0.0194598702
4.49,0.3019147962,0.1814569804,0.13720014900000002,0.017457176300000002
4.5,0.2960905378,0.1901866084,0.1344053083,0.0169149706
4.51,0.2907281523,0.1979764625,0.1320917721,0.017738959800000002
4.52,0.2856558712,0.2047731838,0.13019630100000001,0.0196004335
4.53,0.28078533840000003,0.2102951596,0.1287302202,0.022445829100000002
4.54,0.2759961049,0.2145233953,0.12759242610000002,0.0260277948
4.55,0.2712179327,0.2173735396,0.1267076519,0.0302249747
4.56,0.2663980166,0.21870046510000002,0.1259849755,0.0349547507
4.57,0.2615272154,0.2186652536,0.1253111547,0.040081342900000004
4.58,0.2566182114,0.2171251898,0.12458284330000001,0.0456020542
4.59,0.2517277511,0.2142928308,0.1237067609,0.0514583443
4.6,0.24693280420000002,0.21025093800000003,0.1226039671,0.057656768600000005
4.61,0.24236063700000002,0.2050907636,0.1211901009,0.0642431131
4.62,0.2381074582,0.19909008890000002,0.1194591564,0.071212754
4.63,0.2343745255,0.1923445442,0.1173483592,0.07866794340000001
4.64,0.2312667442,0.1851445883,0.11490431720000001,0.086611344
4.65,0.2289426719,0.1776817061,0.1121489645,0.0950927854
4.66,0.2276008491,0.1701872851,0.1091284403,0.10416893960000001
4.67,0.22725953040000002,0.1628583925,0.1059389894,0.1137866104
4.68,0.228178972,0.155934558,0.1026554685,0.12400000200000001
4.69,0.2303059195,0.1495521391,0.0993885865,0.13469243890000002
4.7,0.2337286624,0.1438715194,0.0962366204,0.1458028093
4.71,0.2385125625,0.1390529584,0.09331551040000001,0.1572153647
4.72,0.2445062534,0.1350914509,0.0906859247,0.1687627394
4.73,0.25182602600000004,0.1321711686,0.0884776527,0.1802618065
4.74,0.2602286355,0.1301885062,0.0867015369,0.1915042471
4.75,0.2696514902,0.12917234260000002,0.0854120364,0.20226505560000002
4.76,0.27996565700000003,0.1290989383,0.0846354832,0.21226392330000002
4.77,0.2909418641,0.1298154978,0.08431123480000001,0.2213522837
4.78,0.3024844802,0.1313377046,0.08446329030000001,0.22912636020000002
4.79,0.3143404428,0.1334557443,0.0849679299,0.2355274441
4.8,0.32635605430000003,0.1360909739,0.0857645648,0.2402946802
4.81,0.3383426513,0.13911939,0.0867478685,0.2432229485
4.82,0.3501581857,0.1423993557,0.0878005934,0.2443709661
4.83,0.3616118602,0.1458460512,0.0888012356,0.2433851022
4.84,0.372629698,0.1493399931,0.0896405718,0.2405336216
4.85,0.3830878304,0.1528096756,0.0902051244,0.2357403043
4.86,0.3929012056,0.1561890436,0.0903885755,0.2290997828
4.87,0.40208107270000004,0.1594509834,0.09015478090000001,0.2209094667
4.88,0.4104961429,0.1625566361,0.08937522660000001,0.2111616151
4.89,0.4182510144,0.1655313596,0.0881000125,0.2003325387
4.9,0.4253093532,0.1683847058,0.0862929827,0.1886241018
4.91,0.43170265950000003,0.1711553418,0.08398638900000001,0.1763935371
4.92,0.4375168816,0.17388921740000002,0.081271039,0.1639862016
4.93,0.4427063881,0.176637718,0.07817541930000001,0.1517804403
4.94,0.44740306430000004,0.1794467318,0.0748561935,0.1400865267
4.95,0.451599089,0.1823631444,0.0714109193,0.1292668898
4.96,0.45532906160000003,0.1854203698,0.0679821488,0.1196379172
4.97,0.4586396157,0.18862249020000002,0.0646888003,0.1113478225
4.98,0.4614682713,0.1919872518,0.0617041027,0.1048460736
4.99,0.46386854800000005,0.1954656196,0.0591061461,0.1000341658
5.0,0.46577244310000004,0.1990172417,0.057036487600000005,0.0971598541
5.01,0.4671415332,0.2025594714,0.0555815038,0.0962235686
5.02,0.46795793750000003,0.2060045936,0.0547629592,0.0970837504
5.03,0.46806942360000003,0.20920062590000002,0.0547146881,0.09988727280000001
5.04,0.4675037654,0.2120476694,0.0553396447,0.1042244331
5.05,0.46612473390000003,0.2143633678,0.0566835798,0.1100459866
5.06,0.4638822782,0.21599372700000002,0.0586760957,0.11704937680000001
5.07,0.46076618080000004,0.2168326676,0.0612193539,0.1249284886
5.08,0.4566086038,0.2166034363,0.0642787971,0.1334552101
5.09,0.45151744060000004,0.2153159853,0.0676804835,0.14224601750000002
5.1,0.445386787,0.2127438261,0.0713390041,0.1510162715
5.11,0.43826518680000004,0.20883725290000002,0.075112097,0.1594512874
5.12,0.4302235903,0.2035960359,0.0788851799,0.1673151189
5.13,0.421215163,0.1968318094,0.0825280666,0.1742631293
5.14,0.41143995120000004,0.1887536955,0.0859606134,0.18021925260000002
5.15,0.4009160473,0.1792731071,0.0890768743,0.1849169424
5.16,0.38980075010000004,0.1685520573,0.0918275487,0.18830330550000002
