5.000,153.000
5.020,141.000
5.040,154.000
5.060,155.000
5.080,143.000
5.100,154.000
5.120,160.000
5.140,142.000
5.160,138.000
5.180,139.000
5.200,135.000
5.220,131.000
5.240,135.000
5.260,151.000
5.280,150.000
5.300,141.000
5.320,146.000
5.340,156.000
5.360,150.000
5.380,137.000
5.400,145.000
5.420,155.000
5.440,153.000
5.460,147.000
5.480,135.000
5.500,156.000
5.520,171.000
5.540,143.000
5.560,133.000
5.580,141.000
5.600,150.000
5.620,136.000
5.640,131.000
5.660,147.000
5.680,151.000
5.700,149.000
5.720,150.000
5.740,155.000
5.760,144.000
5.780,134.000
5.800,137.000
5.820,141.000
5.840,142.000
5.860,140.000
5.880,141.000
5.900,131.000
5.920,131.000
5.940,143.000
5.960,143.000
5.980,139.000
6.000,126.000
6.020,126.000
6.040,138.000
6.060,126.000
6.080,135.000
6.100,142.000
6.120,136.000
6.140,128.000
6.160,121.000
6.180,142.000
6.200,142.000
6.220,128.000
6.240,139.000
6.260,146.000
6.280,147.000
6.300,154.000
6.320,152.000
6.340,130.000
6.360,128.000
6.380,136.000
6.400,136.000
6.420,140.000
6.440,142.000
6.460,142.000
6.480,137.000
6.500,144.000
6.520,150.000
6.540,154.000
6.560,147.000
6.580,128.000
6.600,133.000
6.620,147.000
6.640,128.000
6.660,114.000
6.680,117.000
6.700,138.000
6.720,154.000
6.740,132.000
6.760,126.000
6.780,135.000
6.800,129.000
6.820,131.000
6.840,137.000
6.860,133.000
6.880,124.000
6.900,126.000
6.920,144.000
6.940,149.000
6.960,132.000
6.980,135.000
7.000,141.000
7.020,128.000
7.040,123.000
7.060,122.000
7.080,131.000
7.100,137.000
7.120,129.000
7.140,135.000
7.160,140.000
7.180,131.000
7.200,135.000
7.220,142.000
7.240,133.000
7.260,136.000
7.280,132.000
7.300,131.000
7.320,135.000
7.340,135.000
7.360,138.000
7.380,132.000
7.400,131.000
7.420,131.000
7.440,121.000
7.460,133.000
7.480,127.000
7.500,117.000
7.520,128.000
7.540,120.000
7.560,121.000
7.580,134.000
7.600,124.000
7.620,129.000
7.640,141.000
7.660,135.000
7.680,126.000
7.700,119.000
7.720,108.000
7.740,113.000
7.760,138.000
7.780,146.000
7.800,132.000
7.820,122.000
7.840,126.000
7.860,121.000
7.880,114.000
7.900,125.000
7.920,126.000
7.940,118.000
7.960,114.000
7.980,124.000
8.000,132.000
8.020,134.000
8.040,129.000
8.060,124.000
8.080,125.000
8.100,129.000
8.120,131.000
8.140,126.000
8.160,116.000
8.180,118.000
8.200,125.000
8.220,130.000
8.240,126.000
8.260,135.000
8.280,130.000
8.300,119.000
8.320,125.000
8.340,127.000
8.360,135.000
8.380,139.000
8.400,113.000
8.420,111.000
8.440,118.000
8.460,117.000
8.480,117.000
8.500,118.000
8.520,115.000
8.540,127.000
8.560,130.000
8.580,121.000
8.600,127.000
8.620,127.000
8.640,118.000
8.660,131.000
8.680,136.000
8.700,127.000
8.720,129.000
8.740,138.000
8.760,125.000
8.780,120.000
8.800,117.000
8.820,113.000
8.840,119.000
8.860,122.000
8.880,124.000
8.900,131.000
8.920,143.000
8.940,130.000
8.960,128.000
8.980,124.000
9.000,114.000
9.020,120.000
9.040,124.000
9.060,128.000
