# time [h]	voltage [V]
4.47861111	1.63000000
4.48000000	1.63000000
4.48138889	1.63000000
4.48277778	1.62970000
4.48416667	1.62970000
4.48555556	1.62970000
4.48694444	1.62970000
4.48833333	1.62970000
4.48972222	1.62940000
4.49111111	1.62940000
4.49250000	1.62940000
4.49388889	1.62910000
4.49527778	1.62910000
4.49666667	1.62910000
4.49805556	1.62910000
4.49944444	1.62910000
4.50083333	1.62880000
4.50222222	1.62880000
4.50361111	1.62880000
4.50500000	1.62850000
4.50638889	1.62850000
4.50777778	1.62850000
4.50916667	1.62850000
4.51055556	1.62850000
4.51194444	1.62820000
4.51333333	1.62820000
4.51472222	1.62820000
4.51611111	1.62790000
4.51750000	1.62790000
4.51888889	1.62790000
4.52027778	1.62790000
4.52166667	1.62790000
4.52305556	1.62760000
4.52444444	1.62760000
4.52583333	1.62760000
4.52722222	1.62760000
4.52861111	1.62720000
4.53000000	1.62720000
4.53138889	1.62720000
4.53277778	1.62720000
4.53416667	1.62720000
4.53555556	1.62690000
4.53694444	1.62690000
4.53833333	1.62660000
4.53972222	1.62660000
4.54111111	1.62660000
4.54250000	1.62660000
4.54388889	1.62660000
4.54527778	1.62630000
4.54666667	1.62630000
4.54805556	1.62630000
4.54944444	1.62600000
4.55083333	1.62600000
4.55222222	1.62600000
4.55361111	1.62600000
4.55500000	1.62600000
4.55638889	1.62540000
4.55777778	1.62540000
4.55916667	1.62540000
4.56055556	1.62510000
4.56194444	1.62510000
4.56333333	1.62510000
4.56472222	1.62510000
4.56611111	1.62480000
4.56750000	1.62480000
4.56888889	1.62480000
4.57027778	1.62450000
4.57166667	1.62450000
4.57305556	1.62450000
4.57444444	1.62450000
4.57583333	1.62450000
4.57722222	1.62450000
4.57861111	1.62410000
4.58000000	1.62380000
4.58138889	1.62380000
4.58277778	1.62380000
4.58416667	1.62380000
4.58555556	1.62380000
4.58694444	1.62350000
4.58833333	1.62350000
4.58972222	1.62350000
4.59111111	1.62350000
4.59250000	1.62320000
4.59388889	1.62320000
4.59527778	1.62320000
4.59666667	1.62320000
4.59805556	1.62290000
4.59944444	1.62290000
4.60083333	1.62260000
4.60222222	1.62260000
4.60361111	1.62260000
4.60500000	1.62260000
4.60638889	1.62260000
4.60777778	1.62260000
4.60916667	1.62230000
4.61055556	1.62230000
4.61194444	1.62200000
4.61333333	1.62200000
4.61472222	1.62200000
4.61611111	1.62200000
4.61750000	1.62200000
4.61888889	1.62170000
4.62027778	1.62170000
4.62166667	1.62170000
4.62305556	1.62140000
4.62444444	1.62140000
4.62583333	1.62140000
4.62722222	1.62140000
4.62861111	1.62100000
4.63000000	1.62100000
4.63138889	1.62100000
4.63277778	1.62100000
4.63416667	1.62070000
4.63555556	1.62070000
4.63694444	1.62070000
4.63833333	1.62070000
4.63972222	1.62040000
4.64111111	1.62040000
4.64250000	1.62040000
4.64388889	1.62010000
4.64527778	1.62010000
4.64666667	1.62010000
4.64805556	1.62010000
4.64944444	1.62010000
4.65083333	1.61980000
4.65222222	1.61980000
4.65361111	1.61950000
4.65500000	1.61950000
4.65638889	1.61950000
4.65777778	1.61950000
4.65916667	1.61950000
4.66055556	1.61920000
4.66194444	1.61920000
4.66333333	1.61920000
4.66472222	1.61890000
4.66611111	1.61890000
4.66750000	1.61890000
4.66888889	1.61890000
4.67027778	1.61860000
4.67166667	1.61860000
4.67305556	1.61860000
4.67444444	1.61830000
4.67583333	1.61830000
4.67722222	1.61830000
4.67861111	1.61830000
4.68000000	1.61790000
4.68138889	1.61790000
4.68277778	1.61790000
4.68416667	1.61760000
4.68555556	1.61760000
4.68694444	1.61760000
4.68833333	1.61760000
4.68972222	1.61730000
4.69111111	1.61730000
4.69250000	1.61730000
4.69388889	1.61700000
4.69527778	1.61700000
4.69666667	1.61700000
4.69805556	1.61700000
4.69944444	1.61700000
4.70083333	1.61670000
4.70222222	1.61670000
4.70361111	1.61640000
4.70500000	1.61640000
4.70638889	1.61640000
4.70777778	1.61640000
4.70916667	1.61640000
4.71055556	1.61610000
4.71194444	1.61610000
4.71333333	1.61580000
4.71472222	1.61580000
4.71611111	1.61580000
4.71750000	1.61580000
4.71888889	1.61550000
4.72027778	1.61550000
4.72166667	1.61550000
4.72305556	1.61520000
4.72444444	1.61520000
4.72583333	1.61520000
4.72722222	1.61520000
4.72861111	1.61480000
4.73000000	1.61480000
4.73138889	1.61480000
4.73277778	1.61480000
4.73416667	1.61450000
4.73555556	1.61450000
4.73694444	1.61450000
4.73833333	1.61420000
4.73972222	1.61420000
4.74111111	1.61390000
4.74250000	1.61390000
4.74388889	1.61390000
4.74527778	1.61390000
4.74666667	1.61390000
4.74805556	1.61360000
4.74944444	1.61360000
4.75083333	1.61360000
4.75222222	1.61360000
4.75361111	1.61330000
4.75500000	1.61330000
4.75638889	1.61330000
4.75777778	1.61300000
4.75916667	1.61300000
4.76055556	1.61300000
4.76194444	1.61270000
4.76333333	1.61270000
4.76472222	1.61270000
4.76611111	1.61240000
4.76750000	1.61240000
4.76888889	1.61240000
4.77027778	1.61240000
4.77166667	1.61210000
4.77305556	1.61210000
4.77444444	1.61210000
4.77583333	1.61170000
4.77722222	1.61170000
4.77861111	1.61170000
4.78000000	1.61140000
4.78138889	1.61140000
4.78277778	1.61140000
4.78416667	1.61140000
4.78555556	1.61110000
4.78694444	1.61110000
4.78833333	1.61110000
4.78972222	1.61080000
4.79111111	1.61080000
4.79250000	1.61080000
4.79388889	1.61080000
4.79527778	1.61050000
4.79666667	1.61050000
4.79805556	1.61020000
4.79944444	1.61020000
4.80083333	1.61020000
4.80222222	1.61020000
4.80361111	1.61020000
4.80500000	1.60990000
4.80638889	1.60990000
4.80777778	1.60960000
4.80916667	1.60960000
4.81055556	1.60960000
4.81194444	1.60960000
4.81333333	1.60930000
4.81472222	1.60930000
4.81611111	1.60930000
4.81750000	1.60900000
4.81888889	1.60900000
4.82027778	1.60900000
4.82166667	1.60860000
4.82305556	1.60860000
4.82444444	1.60860000
4.82583333	1.60830000
4.82722222	1.60830000
4.82861111	1.60830000
4.83000000	1.60830000
4.83138889	1.60800000
4.83277778	1.60800000
4.83416667	1.60800000
4.83555556	1.60770000
4.83694444	1.60770000
4.83833333	1.60770000
4.83972222	1.60770000
4.84111111	1.60740000
4.84250000	1.60740000
4.84388889	1.60740000
4.84527778	1.60710000
4.84666667	1.60710000
4.84805556	1.60710000
4.84944444	1.60680000
4.85083333	1.60680000
4.85222222	1.60680000
4.85361111	1.60650000
4.85500000	1.60650000
4.85638889	1.60650000
4.85777778	1.60650000
4.85916667	1.60620000
4.86055556	1.60620000
4.86194444	1.60590000
4.86333333	1.60590000
4.86472222	1.60590000
4.86611111	1.60590000
4.86750000	1.60550000
4.86888889	1.60550000
4.87027778	1.60520000
4.87166667	1.60520000
4.87305556	1.60520000
4.87444444	1.60520000
4.87583333	1.60460000
4.87722222	1.60460000
4.87861111	1.60460000
4.88000000	1.60430000
4.88138889	1.60430000
4.88277778	1.60430000
4.88416667	1.60430000
4.88555556	1.60400000
4.88694444	1.60400000
4.88833333	1.60370000
4.88972222	1.60370000
4.89111111	1.60370000
4.89250000	1.60340000
4.89388889	1.60340000
4.89527778	1.60340000
4.89666667	1.60310000
4.89805556	1.60310000
4.89944444	1.60310000
4.90083333	1.60310000
4.90222222	1.60280000
4.90361111	1.60280000
4.90500000	1.60240000
4.90638889	1.60240000
4.90777778	1.60240000
4.90916667	1.60240000
4.91055556	1.60210000
4.91194444	1.60210000
4.91333333	1.60210000
4.91472222	1.60180000
4.91611111	1.60180000
4.91750000	1.60180000
4.91888889	1.60150000
4.92027778	1.60150000
4.92166667	1.60120000
4.92305556	1.60120000
4.92444444	1.60120000
4.92583333	1.60120000
4.92722222	1.60090000
4.92861111	1.60090000
4.93000000	1.60090000
4.93138889	1.60060000
4.93277778	1.60060000
4.93416667	1.60060000
4.93555556	1.60030000
4.93694444	1.60030000
4.93833333	1.60030000
4.93972222	1.60000000
4.94111111	1.60000000
4.94250000	1.60000000
4.94388889	1.59970000
4.94527778	1.59970000
4.94666667	1.59970000
4.94805556	1.59930000
4.94944444	1.59930000
4.95083333	1.59930000
4.95222222	1.59900000
4.95361111	1.59900000
4.95500000	1.59870000
4.95638889	1.59870000
4.95777778	1.59870000
4.95916667	1.59870000
4.96055556	1.59840000
4.96194444	1.59840000
4.96333333	1.59840000
4.96472222	1.59810000
4.96611111	1.59810000
4.96750000	1.59810000
4.96888889	1.59810000
4.97027778	1.59780000
4.97166667	1.59750000
4.97305556	1.59750000
4.97444444	1.59750000
4.97583333	1.59750000
4.97722222	1.59720000
4.97861111	1.59720000
4.98000000	1.59690000
4.98138889	1.59690000
4.98277778	1.59690000
4.98416667	1.59660000
4.98555556	1.59660000
4.98694444	1.59660000
4.98833333	1.59620000
4.98972222	1.59620000
4.99111111	1.59620000
4.99250000	1.59590000
4.99388889	1.59590000
4.99527778	1.59590000
4.99666667	1.59560000
4.99805556	1.59560000
4.99944444	1.59560000
5.00083333	1.59560000
5.00222222	1.59530000
5.00361111	1.59500000
5.00500000	1.59500000
5.00638889	1.59500000
5.00777778	1.59500000
5.00916667	1.59470000
5.01055556	1.59470000
5.01194444	1.59440000
5.01333333	1.59440000
5.01472222	1.59440000
5.01611111	1.59440000
5.01750000	1.59410000
5.01888889	1.59410000
5.02027778	1.59380000
5.02166667	1.59380000
5.02305556	1.59380000
5.02444444	1.59350000
5.02583333	1.59350000
5.02722222	1.59310000
5.02861111	1.59310000
5.03000000	1.59310000
5.03138889	1.59310000
5.03277778	1.59280000
5.03416667	1.59280000
5.03555556	1.59250000
5.03694444	1.59250000
5.03833333	1.59250000
5.03972222	1.59220000
5.04111111	1.59220000
5.04250000	1.59220000
5.04388889	1.59190000
5.04527778	1.59190000
5.04666667	1.59190000
5.04805556	1.59190000
5.04944444	1.59160000
5.05083333	1.59130000
5.05222222	1.59130000
5.05361111	1.59130000
5.05500000	1.59100000
5.05638889	1.59100000
5.05777778	1.59100000
5.05916667	1.59070000
5.06055556	1.59070000
5.06194444	1.59070000
5.06333333	1.59040000
5.06472222	1.59040000
5.06611111	1.59000000
5.06750000	1.59000000
5.06888889	1.59000000
5.07027778	1.59000000
5.07166667	1.58970000
5.07305556	1.58970000
5.07444444	1.58940000
5.07583333	1.58940000
5.07722222	1.58940000
5.07861111	1.58940000
5.08000000	1.58910000
5.08138889	1.58880000
5.08277778	1.58880000
5.08416667	1.58880000
5.08555556	1.58880000
5.08694444	1.58850000
5.08833333	1.58850000
5.08972222	1.58820000
5.09111111	1.58820000
5.09250000	1.58820000
5.09388889	1.58790000
5.09527778	1.58790000
5.09666667	1.58760000
5.09805556	1.58760000
5.09944444	1.58760000
5.10083333	1.58730000
5.10222222	1.58730000
5.10361111	1.58730000
5.10500000	1.58690000
5.10638889	1.58690000
5.10777778	1.58690000
5.10916667	1.58660000
5.11055556	1.58660000
5.11194444	1.58630000
5.11333333	1.58630000
5.11472222	1.58630000
5.11611111	1.58600000
5.11750000	1.58600000
5.11888889	1.58570000
5.12027778	1.58570000
5.12166667	1.58570000
5.12305556	1.58570000
5.12444444	1.58540000
5.12583333	1.58540000
5.12722222	1.58510000
5.12861111	1.58510000
5.13000000	1.58510000
5.13138889	1.58480000
5.13277778	1.58480000
5.13416667	1.58450000
5.13555556	1.58450000
5.13694444	1.58450000
5.13833333	1.58380000
5.13972222	1.58380000
5.14111111	1.58350000
5.14250000	1.58350000
5.14388889	1.58350000
5.14527778	1.58350000
5.14666667	1.58320000
5.14805556	1.58320000
5.14944444	1.58290000
5.15083333	1.58290000
5.15222222	1.58290000
5.15361111	1.58260000
5.15500000	1.58230000
5.15638889	1.58230000
5.15777778	1.58230000
5.15916667	1.58230000
5.16055556	1.58200000
5.16194444	1.58200000
5.16333333	1.58170000
5.16472222	1.58170000
5.16611111	1.58170000
5.16750000	1.58170000
5.16888889	1.58140000
5.17027778	1.58110000
5.17166667	1.58110000
5.17305556	1.58110000
5.17444444	1.58110000
5.17583333	1.58070000
5.17722222	1.58070000
5.17861111	1.58040000
5.18000000	1.58040000
5.18138889	1.58040000
5.18277778	1.58010000
5.18416667	1.58010000
5.18555556	1.57980000
5.18694444	1.57980000
5.18833333	1.57980000
5.18972222	1.57950000
5.19111111	1.57950000
5.19250000	1.57920000
5.19388889	1.57920000
5.19527778	1.57920000
5.19666667	1.57890000
5.19805556	1.57890000
5.19944444	1.57860000
5.20083333	1.57860000
5.20222222	1.57860000
5.20361111	1.57830000
5.20500000	1.57830000
5.20638889	1.57800000
5.20777778	1.57800000
5.20916667	1.57800000
5.21055556	1.57800000
5.21194444	1.57760000
5.21333333	1.57730000
5.21472222	1.57730000
5.21611111	1.57730000
5.21750000	1.57700000
5.21888889	1.57700000
5.22027778	1.57670000
5.22166667	1.57670000
5.22305556	1.57670000
5.22444444	1.57640000
5.22583333	1.57640000
5.22722222	1.57610000
5.22861111	1.57610000
5.23000000	1.57610000
5.23138889	1.57610000
5.23277778	1.57580000
5.23416667	1.57580000
5.23555556	1.57550000
5.23694444	1.57550000
5.23833333	1.57520000
5.23972222	1.57520000
5.24111111	1.57490000
5.24250000	1.57490000
5.24388889	1.57490000
5.24527778	1.57450000
5.24666667	1.57450000
5.24805556	1.57420000
5.24944444	1.57420000
5.25083333	1.57420000
5.25222222	1.57390000
5.25361111	1.57390000
5.25500000	1.57360000
5.25638889	1.57360000
5.25777778	1.57360000
5.25916667	1.57360000
5.26055556	1.57330000
5.26194444	1.57330000
5.26333333	1.57300000
5.26472222	1.57300000
5.26611111	1.57300000
5.26750000	1.57270000
5.26888889	1.57240000
5.27027778	1.57240000
5.27166667	1.57240000
5.27305556	1.57210000
5.27444444	1.57210000
5.27583333	1.57210000
5.27722222	1.57180000
5.27861111	1.57180000
5.28000000	1.57140000
5.28138889	1.57140000
5.28277778	1.57110000
5.28416667	1.57110000
5.28555556	1.57110000
5.28694444	1.57110000
5.28833333	1.57080000
5.28972222	1.57080000
5.29111111	1.57050000
5.29250000	1.57050000
5.29388889	1.57020000
5.29527778	1.57020000
5.29666667	1.56990000
5.29805556	1.56990000
5.29944444	1.56990000
5.30083333	1.56960000
5.30222222	1.56960000
5.30361111	1.56960000
5.30500000	1.56930000
5.30638889	1.56930000
5.30777778	1.56900000
5.30916667	1.56900000
5.31055556	1.56870000
5.31194444	1.56870000
5.31333333	1.56870000
5.31472222	1.56870000
5.31611111	1.56830000
5.31750000	1.56800000
5.31888889	1.56800000
5.32027778	1.56800000
5.32166667	1.56800000
5.32305556	1.56770000
5.32444444	1.56740000
5.32583333	1.56740000
5.32722222	1.56740000
5.32861111	1.56710000
5.33000000	1.56710000
5.33138889	1.56680000
5.33277778	1.56680000
5.33416667	1.56680000
5.33555556	1.56650000
5.33694444	1.56650000
5.33833333	1.56620000
5.33972222	1.56620000
5.34111111	1.56620000
5.34250000	1.56590000
5.34388889	1.56590000
5.34527778	1.56560000
5.34666667	1.56560000
5.34805556	1.56560000
5.34944444	1.56520000
5.35083333	1.56520000
5.35222222	1.56490000
5.35361111	1.56490000
5.35500000	1.56490000
5.35638889	1.56460000
5.35777778	1.56460000
5.35916667	1.56430000
5.36055556	1.56430000
5.36194444	1.56430000
5.36333333	1.56400000
5.36472222	1.56400000
5.36611111	1.56340000
5.36750000	1.56340000
5.36888889	1.56310000
5.37027778	1.56310000
5.37166667	1.56310000
5.37305556	1.56280000
5.37444444	1.56280000
5.37583333	1.56250000
5.37722222	1.56250000
5.37861111	1.56210000
5.38000000	1.56210000
5.38138889	1.56210000
5.38277778	1.56180000
5.38416667	1.56180000
5.38555556	1.56150000
5.38694444	1.56150000
5.38833333	1.56150000
5.38972222	1.56150000
5.39111111	1.56120000
5.39250000	1.56090000
5.39388889	1.56090000
5.39527778	1.56090000
5.39666667	1.56060000
5.39805556	1.56060000
5.39944444	1.56030000
5.40083333	1.56030000
5.40222222	1.56030000
5.40361111	1.56000000
5.40500000	1.56000000
5.40638889	1.55970000
5.40777778	1.55970000
5.40916667	1.55970000
5.41055556	1.55930000
5.41194444	1.55930000
5.41333333	1.55900000
5.41472222	1.55900000
5.41611111	1.55900000
5.41750000	1.55870000
5.41888889	1.55840000
5.42027778	1.55840000
5.42166667	1.55840000
5.42305556	1.55810000
5.42444444	1.55810000
5.42583333	1.55780000
5.42722222	1.55780000
5.42861111	1.55780000
5.43000000	1.55780000
5.43138889	1.55750000
5.43277778	1.55720000
5.43416667	1.55720000
5.43555556	1.55720000
5.43694444	1.55690000
5.43833333	1.55690000
5.43972222	1.55660000
5.44111111	1.55660000
5.44250000	1.55660000
5.44388889	1.55620000
5.44527778	1.55620000
5.44666667	1.55590000
5.44805556	1.55590000
5.44944444	1.55560000
5.45083333	1.55560000
5.45222222	1.55530000
5.45361111	1.55530000
5.45500000	1.55530000
5.45638889	1.55500000
5.45777778	1.55500000
5.45916667	1.55470000
5.46055556	1.55470000
5.46194444	1.55470000
5.46333333	1.55440000
5.46472222	1.55410000
5.46611111	1.55410000
5.46750000	1.55410000
5.46888889	1.55380000
5.47027778	1.55380000
5.47166667	1.55350000
5.47305556	1.55350000
5.47444444	1.55350000
5.47583333	1.55310000
5.47722222	1.55310000
5.47861111	1.55280000
5.48000000	1.55280000
5.48138889	1.55280000
5.48277778	1.55250000
5.48416667	1.55220000
5.48555556	1.55220000
5.48694444	1.55220000
5.48833333	1.55190000
5.48972222	1.55190000
5.49111111	1.55190000
5.49250000	1.55160000
5.49388889	1.55160000
5.49527778	1.55130000
5.49666667	1.55130000
5.49805556	1.55100000
5.49944444	1.55100000
5.50083333	1.55100000
5.50222222	1.55070000
5.50361111	1.55040000
5.50500000	1.55040000
5.50638889	1.55040000
5.50777778	1.55040000
5.50916667	1.55000000
5.51055556	1.55000000
5.51194444	1.54970000
5.51333333	1.54970000
5.51472222	1.54940000
5.51611111	1.54940000
5.51750000	1.54910000
5.51888889	1.54910000
5.52027778	1.54910000
5.52166667	1.54880000
5.52305556	1.54850000
5.52444444	1.54850000
5.52583333	1.54850000
5.52722222	1.54820000
5.52861111	1.54820000
5.53000000	1.54790000
5.53138889	1.54790000
5.53277778	1.54790000
5.53416667	1.54760000
5.53555556	1.54760000
5.53694444	1.54730000
5.53833333	1.54730000
5.53972222	1.54690000
5.54111111	1.54690000
5.54250000	1.54660000
5.54388889	1.54660000
5.54527778	1.54660000
5.54666667	1.54630000
5.54805556	1.54630000
5.54944444	1.54600000
5.55083333	1.54600000
5.55222222	1.54600000
5.55361111	1.54570000
5.55500000	1.54570000
5.55638889	1.54540000
5.55777778	1.54540000
5.55916667	1.54510000
5.56055556	1.54510000
5.56194444	1.54480000
5.56333333	1.54480000
5.56472222	1.54480000
5.56611111	1.54480000
5.56750000	1.54450000
5.56888889	1.54420000
5.57027778	1.54420000
5.57166667	1.54420000
5.57305556	1.54380000
5.57444444	1.54350000
5.57583333	1.54350000
5.57722222	1.54350000
5.57861111	1.54320000
5.58000000	1.54320000
5.58138889	1.54260000
5.58277778	1.54260000
5.58416667	1.54260000
5.58555556	1.54230000
5.58694444	1.54200000
5.58833333	1.54200000
5.58972222	1.54200000
5.59111111	1.54170000
5.59250000	1.54170000
5.59388889	1.54140000
5.59527778	1.54140000
5.59666667	1.54140000
5.59805556	1.54110000
5.59944444	1.54070000
5.60083333	1.54070000
5.60222222	1.54070000
5.60361111	1.54040000
5.60500000	1.54040000
5.60638889	1.54010000
5.60777778	1.54010000
5.60916667	1.54010000
5.61055556	1.53980000
5.61194444	1.53950000
5.61333333	1.53950000
5.61472222	1.53950000
5.61611111	1.53920000
5.61750000	1.53920000
5.61888889	1.53890000
5.62027778	1.53890000
5.62166667	1.53890000
5.62305556	1.53860000
5.62444444	1.53830000
5.62583333	1.53830000
5.62722222	1.53830000
5.62861111	1.53800000
5.63000000	1.53800000
5.63138889	1.53760000
5.63277778	1.53760000
5.63416667	1.53730000
5.63555556	1.53730000
5.63694444	1.53700000
5.63833333	1.53700000
5.63972222	1.53700000
5.64111111	1.53670000
5.64250000	1.53670000
5.64388889	1.53640000
5.64527778	1.53640000
5.64666667	1.53610000
5.64805556	1.53610000
5.64944444	1.53580000
5.65083333	1.53580000
5.65222222	1.53580000
5.65361111	1.53550000
5.65500000	1.53550000
5.65638889	1.53520000
5.65777778	1.53520000
5.65916667	1.53520000
5.66055556	1.53490000
5.66194444	1.53450000
5.66333333	1.53450000
5.66472222	1.53450000
5.66611111	1.53420000
5.66750000	1.53420000
5.66888889	1.53390000
5.67027778	1.53390000
5.67166667	1.53390000
5.67305556	1.53360000
5.67444444	1.53330000
5.67583333	1.53330000
5.67722222	1.53330000
5.67861111	1.53300000
5.68000000	1.53300000
5.68138889	1.53270000
5.68277778	1.53270000
5.68416667	1.53240000
5.68555556	1.53240000
5.68694444	1.53210000
5.68833333	1.53210000
5.68972222	1.53210000
5.69111111	1.53180000
5.69250000	1.53180000
5.69388889	1.53140000
5.69527778	1.53140000
5.69666667	1.53110000
5.69805556	1.53110000
5.69944444	1.53080000
5.70083333	1.53080000
5.70222222	1.53080000
5.70361111	1.53050000
5.70500000	1.53050000
5.70638889	1.53020000
5.70777778	1.53020000
5.70916667	1.53020000
5.71055556	1.52960000
5.71194444	1.52960000
5.71333333	1.52960000
5.71472222	1.52960000
5.71611111	1.52930000
5.71750000	1.52900000
5.71888889	1.52900000
5.72027778	1.52900000
5.72166667	1.52870000
5.72305556	1.52870000
5.72444444	1.52830000
5.72583333	1.52830000
5.72722222	1.52800000
5.72861111	1.52800000
5.73000000	1.52770000
5.73138889	1.52770000
5.73277778	1.52770000
5.73416667	1.52740000
5.73555556	1.52740000
5.73694444	1.52710000
5.73833333	1.52710000
5.73972222	1.52680000
5.74111111	1.52680000
5.74250000	1.52650000
5.74388889	1.52650000
5.74527778	1.52650000
5.74666667	1.52620000
5.74805556	1.52590000
5.74944444	1.52590000
5.75083333	1.52590000
5.75222222	1.52590000
5.75361111	1.52560000
5.75500000	1.52520000
5.75638889	1.52520000
5.75777778	1.52520000
5.75916667	1.52490000
5.76055556	1.52460000
5.76194444	1.52460000
5.76333333	1.52460000
5.76472222	1.52430000
5.76611111	1.52430000
5.76750000	1.52400000
5.76888889	1.52400000
5.77027778	1.52400000
5.77166667	1.52370000
5.77305556	1.52340000
5.77444444	1.52340000
5.77583333	1.52340000
5.77722222	1.52310000
5.77861111	1.52310000
5.78000000	1.52280000
5.78138889	1.52280000
5.78277778	1.52250000
5.78416667	1.52250000
5.78555556	1.52180000
5.78694444	1.52180000
5.78833333	1.52180000
5.78972222	1.52150000
5.79111111	1.52120000
5.79250000	1.52120000
5.79388889	1.52120000
5.79527778	1.52120000
5.79666667	1.52090000
5.79805556	1.52060000
5.79944444	1.52060000
5.80083333	1.52060000
5.80222222	1.52030000
5.80361111	1.52000000
5.80500000	1.52000000
5.80638889	1.52000000
5.80777778	1.51970000
5.80916667	1.51940000
5.81055556	1.51940000
5.81194444	1.51940000
5.81333333	1.51940000
5.81472222	1.51900000
5.81611111	1.51870000
5.81750000	1.51870000
5.81888889	1.51870000
5.82027778	1.51840000
5.82166667	1.51810000
5.82305556	1.51810000
5.82444444	1.51810000
5.82583333	1.51810000
5.82722222	1.51780000
5.82861111	1.51750000
5.83000000	1.51750000
5.83138889	1.51750000
5.83277778	1.51720000
5.83416667	1.51690000
5.83555556	1.51690000
5.83694444	1.51690000
5.83833333	1.51660000
5.83972222	1.51660000
5.84111111	1.51630000
5.84250000	1.51630000
5.84388889	1.51590000
5.84527778	1.51590000
5.84666667	1.51560000
5.84805556	1.51560000
5.84944444	1.51560000
5.85083333	1.51530000
5.85222222	1.51500000
5.85361111	1.51500000
5.85500000	1.51500000
5.85638889	1.51470000
5.85777778	1.51470000
5.85916667	1.51440000
5.86055556	1.51440000
5.86194444	1.51440000
5.86333333	1.51410000
5.86472222	1.51410000
5.86611111	1.51380000
5.86750000	1.51380000
5.86888889	1.51350000
5.87027778	1.51350000
5.87166667	1.51320000
5.87305556	1.51320000
5.87444444	1.51320000
5.87583333	1.51280000
5.87722222	1.51250000
5.87861111	1.51250000
5.88000000	1.51250000
5.88138889	1.51220000
5.88277778	1.51220000
5.88416667	1.51190000
5.88555556	1.51190000
5.88694444	1.51190000
5.88833333	1.51160000
5.88972222	1.51130000
5.89111111	1.51130000
5.89250000	1.51130000
5.89388889	1.51100000
5.89527778	1.51070000
5.89666667	1.51070000
5.89805556	1.51040000
5.89944444	1.51040000
5.90083333	1.51010000
5.90222222	1.51010000
5.90361111	1.51010000
5.90500000	1.51010000
5.90638889	1.50970000
5.90777778	1.50940000
5.90916667	1.50940000
5.91055556	1.50940000
5.91194444	1.50910000
5.91333333	1.50880000
5.91472222	1.50880000
5.91611111	1.50880000
5.91750000	1.50880000
5.91888889	1.50850000
5.92027778	1.50820000
5.92166667	1.50820000
5.92305556	1.50790000
5.92444444	1.50790000
5.92583333	1.50760000
5.92722222	1.50760000
5.92861111	1.50760000
5.93000000	1.50730000
5.93138889	1.50700000
5.93277778	1.50700000
5.93416667	1.50700000
5.93555556	1.50700000
5.93694444	1.50660000
5.93833333	1.50630000
5.93972222	1.50630000
5.94111111	1.50630000
5.94250000	1.50600000
5.94388889	1.50570000
5.94527778	1.50570000
5.94666667	1.50570000
5.94805556	1.50540000
5.94944444	1.50540000
5.95083333	1.50510000
5.95222222	1.50510000
5.95361111	1.50510000
5.95500000	1.50480000
5.95638889	1.50450000
5.95777778	1.50450000
5.95916667	1.50450000
5.96055556	1.50420000
5.96194444	1.50420000
5.96333333	1.50390000
5.96472222	1.50390000
5.96611111	1.50390000
5.96750000	1.50350000
5.96888889	1.50320000
5.97027778	1.50320000
5.97166667	1.50320000
5.97305556	1.50290000
5.97444444	1.50260000
5.97583333	1.50260000
5.97722222	1.50230000
5.97861111	1.50230000
5.98000000	1.50200000
5.98138889	1.50200000
5.98277778	1.50200000
5.98416667	1.50140000
5.98555556	1.50110000
5.98694444	1.50110000
5.98833333	1.50110000
5.98972222	1.50080000
5.99111111	1.50080000
5.99250000	1.50040000
5.99388889	1.50040000
5.99527778	1.50040000
5.99666667	1.50010000
5.99805556	1.50010000
5.99944444	1.49980000
6.00083333	1.49980000
6.00222222	1.49950000
6.00361111	1.49950000
6.00500000	1.49920000
6.00638889	1.49920000
6.00777778	1.49920000
6.00916667	1.49890000
6.01055556	1.49890000
6.01194444	1.49860000
6.01333333	1.49860000
6.01472222	1.49830000
6.01611111	1.49800000
6.01750000	1.49800000
6.01888889	1.49800000
6.02027778	1.49770000
6.02166667	1.49770000
6.02305556	1.49730000
6.02444444	1.49730000
6.02583333	1.49700000
6.02722222	1.49700000
6.02861111	1.49670000
6.03000000	1.49670000
6.03138889	1.49670000
6.03277778	1.49640000
6.03416667	1.49610000
6.03555556	1.49610000
6.03694444	1.49610000
6.03833333	1.49580000
6.03972222	1.49580000
6.04111111	1.49550000
6.04250000	1.49550000
6.04388889	1.49550000
6.04527778	1.49520000
6.04666667	1.49490000
6.04805556	1.49490000
6.04944444	1.49490000
6.05083333	1.49460000
6.05222222	1.49460000
6.05361111	1.49420000
6.05500000	1.49420000
6.05638889	1.49390000
6.05777778	1.49390000
6.05916667	1.49360000
6.06055556	1.49360000
6.06194444	1.49360000
6.06333333	1.49330000
6.06472222	1.49300000
6.06611111	1.49300000
6.06750000	1.49300000
6.06888889	1.49270000
6.07027778	1.49270000
6.07166667	1.49240000
6.07305556	1.49240000
6.07444444	1.49210000
6.07583333	1.49210000
6.07722222	1.49180000
6.07861111	1.49180000
6.08000000	1.49150000
6.08138889	1.49150000
6.08277778	1.49110000
6.08416667	1.49110000
6.08555556	1.49110000
6.08694444	1.49080000
6.08833333	1.49050000
6.08972222	1.49050000
6.09111111	1.49050000
6.09250000	1.49020000
6.09388889	1.49020000
6.09527778	1.48990000
