# time [h]	voltage [V]
0.00000000	3.10050000
0.00083333	3.06330000
0.00222222	3.00340000
0.00361111	2.94700000
0.00500000	2.90580000
0.00638889	2.85310000
0.00777778	2.80280000
0.00916667	2.75570000
0.01055556	2.71170000
0.01194444	2.67140000
0.01333333	2.63510000
0.01472222	2.60470000
0.01611111	2.58090000
0.01750000	2.56230000
0.01888889	2.54830000
0.02027778	2.53990000
0.02166667	2.53000000
0.02305556	2.52200000
0.02444444	2.51420000
0.02583333	2.50740000
0.02722222	2.50120000
0.02861111	2.49530000
0.03000000	2.48940000
0.03138889	2.48440000
0.03277778	2.47950000
0.03416667	2.47510000
0.03555556	2.47170000
0.03694444	2.46800000
0.03833333	2.46430000
0.03972222	2.46120000
0.04111111	2.45810000
0.04250000	2.45500000
0.04388889	2.45160000
0.04527778	2.44910000
0.04666667	2.44630000
0.04805556	2.44380000
0.04944444	2.44170000
0.05083333	2.43980000
0.05222222	2.43730000
0.05361111	2.43520000
0.05500000	2.43300000
0.05638889	2.43050000
0.05777778	2.42830000
0.05916667	2.42650000
0.06055556	2.42430000
0.06194444	2.42240000
0.06333333	2.42030000
0.06472222	2.41840000
0.06611111	2.41720000
0.06750000	2.41530000
0.06888889	2.41350000
0.07027778	2.41160000
0.07166667	2.40940000
0.07305556	2.40760000
0.07444444	2.40570000
0.07583333	2.40380000
0.07722222	2.40200000
0.07861111	2.40010000
0.08000000	2.39860000
0.08138889	2.39700000
0.08277778	2.39550000
0.08416667	2.39360000
0.08555556	2.39210000
0.08694444	2.38990000
0.08833333	2.38830000
0.08972222	2.38650000
0.09111111	2.38490000
0.09250000	2.38310000
0.09388889	2.38120000
0.09527778	2.37970000
0.09666667	2.37780000
0.09805556	2.37630000
0.09944444	2.37440000
0.10083333	2.37280000
0.10222222	2.37130000
0.10361111	2.36940000
0.10500000	2.36790000
0.10638889	2.36600000
0.10777778	2.36450000
0.10916667	2.36260000
0.11055556	2.36110000
0.11194444	2.35920000
0.11333333	2.35770000
0.11472222	2.35610000
0.11611111	2.35420000
0.11750000	2.35270000
0.11888889	2.35080000
0.12027778	2.34930000
0.12166667	2.34770000
0.12305556	2.34590000
0.12444444	2.34400000
0.12583333	2.34250000
0.12722222	2.34060000
0.12861111	2.33900000
0.13000000	2.33780000
0.13138889	2.33590000
0.13277778	2.33410000
0.13416667	2.33250000
0.13555556	2.33100000
0.13694444	2.32910000
0.13833333	2.33280000
0.13972222	2.32910000
0.14111111	2.32630000
0.14250000	2.32420000
0.14388889	2.32260000
0.14527778	2.31700000
0.14666667	2.32200000
0.14805556	2.35700000
0.14944444	2.35830000
0.15083333	2.35890000
0.15222222	2.35890000
0.15361111	2.35920000
0.15500000	2.35890000
0.15638889	2.35890000
0.15777778	2.35860000
0.15916667	2.35830000
0.16055556	2.35800000
0.16194444	2.35770000
0.16333333	2.35700000
0.16472222	2.35670000
0.16611111	2.35610000
0.16750000	2.35550000
0.16888889	2.35520000
0.17027778	2.35460000
0.17166667	2.35390000
0.17305556	2.35330000
0.17444444	2.35300000
0.17583333	2.35210000
0.17722222	2.35150000
0.17861111	2.35050000
0.18000000	2.34990000
0.18138889	2.34930000
0.18277778	2.34840000
0.18416667	2.34770000
0.18555556	2.34710000
0.18694444	2.34620000
0.18833333	2.34530000
0.18972222	2.34460000
0.19111111	2.34400000
0.19250000	2.34340000
0.19388889	2.34210000
0.19527778	2.34150000
0.19666667	2.34090000
0.19805556	2.34030000
0.19944444	2.33940000
0.20083333	2.33840000
0.20222222	2.33780000
0.20361111	2.33690000
0.20500000	2.33630000
0.20638889	2.33530000
0.20777778	2.33470000
0.20916667	2.33380000
0.21055556	2.33280000
0.21194444	2.33220000
0.21333333	2.33130000
0.21472222	2.33040000
0.21611111	2.32970000
0.21750000	2.32910000
0.21888889	2.32790000
0.22027778	2.32700000
0.22166667	2.32630000
0.22305556	2.32510000
0.22444444	2.32450000
0.22583333	2.32350000
0.22722222	2.32260000
0.22861111	2.32200000
0.23000000	2.32140000
0.23138889	2.32040000
0.23277778	2.31980000
0.23416667	2.31890000
0.23555556	2.31800000
0.23694444	2.31700000
0.23833333	2.31640000
0.23972222	2.31550000
0.24111111	2.31460000
0.24250000	2.31390000
0.24388889	2.31330000
0.24527778	2.31240000
0.24666667	2.31150000
0.24805556	2.31080000
0.24944444	2.30990000
0.25083333	2.30900000
0.25222222	2.30840000
0.25361111	2.30710000
0.25500000	2.30620000
0.25638889	2.30560000
0.25777778	2.30460000
0.25916667	2.30400000
0.26055556	2.30340000
0.26194444	2.30250000
0.26333333	2.30180000
0.26472222	2.30090000
0.26611111	2.30000000
0.26750000	2.29940000
0.26888889	2.29840000
0.27027778	2.29750000
0.27166667	2.29690000
0.27305556	2.29630000
0.27444444	2.29560000
0.27583333	2.29470000
0.27722222	2.29380000
0.27861111	2.29320000
0.28000000	2.29220000
0.28138889	2.29160000
0.28277778	2.29070000
0.28416667	2.29010000
0.28555556	2.28910000
0.28694444	2.28850000
0.28833333	2.28760000
0.28972222	2.28670000
0.29111111	2.28600000
0.29250000	2.28510000
0.29388889	2.28450000
0.29527778	2.28360000
0.29666667	2.28290000
0.29805556	2.28230000
0.29944444	2.28140000
0.30083333	2.28050000
0.30222222	2.27980000
0.30361111	2.27920000
0.30500000	2.27860000
0.30638889	2.27800000
0.30777778	2.27700000
0.30916667	2.27610000
0.31055556	2.27550000
0.31194444	2.27490000
0.31333333	2.27390000
0.31472222	2.27330000
0.31611111	2.27240000
0.31750000	2.27180000
0.31888889	2.27120000
0.32027778	2.27050000
0.32166667	2.26990000
0.32305556	2.26900000
0.32444444	2.26840000
0.32583333	2.26740000
0.32722222	2.26680000
0.32861111	2.26590000
0.33000000	2.26500000
0.33138889	2.26430000
0.33277778	2.26370000
0.33416667	2.26280000
0.33555556	2.26250000
0.33694444	2.26150000
0.33833333	2.26090000
0.33972222	2.26030000
0.34111111	2.25970000
0.34250000	2.25880000
0.34388889	2.25810000
0.34527778	2.25750000
0.34666667	2.25660000
0.34805556	2.25600000
0.34944444	2.25530000
0.35083333	2.25470000
0.35222222	2.25410000
0.35361111	2.25350000
0.35500000	2.25290000
0.35638889	2.25190000
0.35777778	2.25130000
0.35916667	2.25070000
0.36055556	2.24980000
0.36194444	2.24910000
0.36333333	2.24850000
0.36472222	2.24790000
0.36611111	2.24730000
0.36750000	2.24670000
0.36888889	2.24600000
0.37027778	2.24510000
0.37166667	2.24450000
0.37305556	2.24360000
0.37444444	2.24290000
0.37583333	2.24230000
0.37722222	2.24170000
0.37861111	2.24110000
0.38000000	2.24050000
0.38138889	2.23980000
0.38277778	2.23920000
0.38416667	2.23860000
0.38555556	2.23800000
0.38694444	2.23710000
0.38833333	2.23640000
0.38972222	2.23580000
0.39111111	2.23520000
0.39250000	2.23460000
0.39388889	2.23400000
0.39527778	2.23330000
0.39666667	2.23270000
0.39805556	2.23210000
0.39944444	2.23150000
0.40083333	2.23090000
0.40222222	2.23020000
0.40361111	2.22960000
0.40500000	2.22900000
0.40638889	2.22840000
0.40777778	2.22780000
0.40916667	2.22710000
0.41055556	2.22650000
0.41194444	2.22590000
0.41333333	2.22530000
0.41472222	2.22430000
0.41611111	2.22370000
0.41750000	2.22310000
0.41888889	2.22250000
0.42027778	2.22190000
0.42166667	2.22120000
0.42305556	2.22060000
0.42444444	2.22000000
0.42583333	2.21940000
0.42722222	2.21880000
0.42861111	2.21810000
0.43000000	2.21750000
0.43138889	2.21690000
0.43277778	2.21630000
0.43416667	2.21570000
0.43555556	2.21500000
0.43694444	2.21440000
0.43833333	2.21380000
0.43972222	2.21320000
0.44111111	2.21260000
0.44250000	2.21230000
0.44388889	2.21160000
0.44527778	2.21100000
0.44666667	2.21040000
0.44805556	2.20980000
0.44944444	2.20920000
0.45083333	2.20850000
0.45222222	2.20790000
0.45361111	2.20730000
0.45500000	2.20700000
0.45638889	2.20640000
0.45777778	2.20570000
0.45916667	2.20510000
0.46055556	2.20420000
0.46194444	2.20360000
0.46333333	2.20300000
0.46472222	2.20230000
0.46611111	2.20170000
0.46750000	2.20110000
0.46888889	2.20050000
0.47027778	2.20020000
0.47166667	2.19950000
0.47305556	2.19890000
0.47444444	2.19830000
0.47583333	2.19800000
0.47722222	2.19740000
0.47861111	2.19680000
0.48000000	2.19610000
0.48138889	2.19550000
0.48277778	2.19490000
0.48416667	2.19430000
0.48555556	2.19370000
0.48694444	2.19330000
0.48833333	2.19270000
0.48972222	2.19210000
0.49111111	2.19180000
0.49250000	2.19120000
0.49388889	2.19060000
0.49527778	2.18990000
0.49666667	2.18930000
0.49805556	2.18870000
0.49944444	2.18810000
0.50083333	2.18780000
0.50222222	2.18710000
0.50361111	2.18680000
0.50500000	2.18620000
0.50638889	2.18560000
0.50777778	2.18500000
0.50916667	2.18430000
0.51055556	2.18340000
0.51194444	2.18280000
0.51333333	2.18250000
0.51472222	2.18190000
0.51611111	2.18120000
0.51750000	2.18060000
0.51888889	2.18030000
0.52027778	2.17970000
0.52166667	2.17910000
0.52305556	2.17880000
0.52444444	2.17810000
0.52583333	2.17750000
0.52722222	2.17720000
0.52861111	2.17660000
0.53000000	2.17600000
0.53138889	2.17540000
0.53277778	2.17470000
0.53416667	2.17440000
0.53555556	2.17380000
0.53694444	2.17350000
0.53833333	2.17290000
0.53972222	2.17230000
0.54111111	2.17160000
0.54250000	2.17100000
0.54388889	2.17040000
0.54527778	2.17010000
0.54666667	2.16950000
0.54805556	2.16880000
0.54944444	2.16850000
0.55083333	2.16790000
0.55222222	2.16760000
0.55361111	2.16700000
0.55500000	2.16640000
0.55638889	2.16610000
0.55777778	2.16540000
0.55916667	2.16480000
0.56055556	2.16420000
0.56194444	2.16390000
0.56333333	2.16330000
0.56472222	2.16260000
0.56611111	2.16200000
0.56750000	2.16140000
0.56888889	2.16110000
0.57027778	2.16050000
0.57166667	2.15990000
0.57305556	2.15950000
0.57444444	2.15890000
0.57583333	2.15830000
0.57722222	2.15770000
0.57861111	2.15740000
0.58000000	2.15710000
0.58138889	2.15640000
0.58277778	2.15580000
0.58416667	2.15520000
0.58555556	2.15490000
0.58694444	2.15430000
0.58833333	2.15400000
0.58972222	2.15330000
0.59111111	2.15270000
0.59250000	2.15210000
0.59388889	2.15180000
0.59527778	2.15150000
0.59666667	2.15090000
0.59805556	2.15020000
0.59944444	2.14960000
0.60083333	2.14930000
0.60222222	2.14900000
0.60361111	2.14840000
0.60500000	2.14780000
0.60638889	2.14710000
0.60777778	2.14680000
0.60916667	2.14620000
0.61055556	2.14590000
0.61194444	2.14530000
0.61333333	2.14470000
0.61472222	2.14440000
0.61611111	2.14400000
0.61750000	2.14340000
0.61888889	2.14280000
0.62027778	2.14190000
0.62166667	2.14160000
0.62305556	2.14090000
0.62444444	2.14060000
0.62583333	2.14000000
0.62722222	2.13970000
0.62861111	2.13910000
0.63000000	2.13880000
0.63138889	2.13820000
0.63277778	2.13750000
0.63416667	2.13720000
0.63555556	2.13660000
0.63694444	2.13630000
0.63833333	2.13570000
0.63972222	2.13510000
0.64111111	2.13470000
0.64250000	2.13440000
0.64388889	2.13380000
0.64527778	2.13320000
0.64666667	2.13290000
0.64805556	2.13230000
0.64944444	2.13200000
0.65083333	2.13130000
0.65222222	2.13070000
0.65361111	2.13040000
0.65500000	2.13010000
0.65638889	2.12950000
0.65777778	2.12920000
0.65916667	2.12850000
0.66055556	2.12820000
0.66194444	2.12760000
0.66333333	2.12700000
0.66472222	2.12670000
0.66611111	2.12610000
0.66750000	2.12580000
0.66888889	2.12510000
0.67027778	2.12480000
0.67166667	2.12420000
0.67305556	2.12390000
0.67444444	2.12330000
0.67583333	2.12270000
0.67722222	2.12230000
0.67861111	2.12200000
0.68000000	2.12110000
0.68138889	2.12050000
0.68277778	2.12020000
0.68416667	2.11990000
0.68555556	2.11920000
0.68694444	2.11890000
0.68833333	2.11830000
0.68972222	2.11800000
0.69111111	2.11740000
0.69250000	2.11680000
0.69388889	2.11650000
0.69527778	2.11610000
0.69666667	2.11550000
0.69805556	2.11490000
0.69944444	2.11460000
0.70083333	2.11430000
0.70222222	2.11370000
0.70361111	2.11340000
0.70500000	2.11300000
0.70638889	2.11240000
0.70777778	2.11180000
0.70916667	2.11150000
0.71055556	2.11090000
0.71194444	2.11060000
0.71333333	2.10990000
0.71472222	2.10960000
0.71611111	2.10900000
0.71750000	2.10870000
0.71888889	2.10840000
0.72027778	2.10810000
0.72166667	2.10750000
0.72305556	2.10680000
0.72444444	2.10650000
0.72583333	2.10590000
0.72722222	2.10560000
0.72861111	2.10500000
0.73000000	2.10470000
0.73138889	2.10410000
0.73277778	2.10370000
0.73416667	2.10340000
0.73555556	2.10280000
0.73694444	2.10250000
0.73833333	2.10190000
0.73972222	2.10130000
0.74111111	2.10060000
0.74250000	2.10030000
0.74388889	2.09970000
0.74527778	2.09910000
0.74666667	2.09910000
0.74805556	2.09850000
0.74944444	2.09820000
0.75083333	2.09750000
0.75222222	2.09720000
0.75361111	2.09660000
0.75500000	2.09630000
0.75638889	2.09570000
0.75777778	2.09540000
0.75916667	2.09480000
0.76055556	2.09440000
0.76194444	2.09410000
0.76333333	2.09350000
0.76472222	2.09320000
0.76611111	2.09290000
0.76750000	2.09230000
0.76888889	2.09170000
0.77027778	2.09130000
0.77166667	2.09100000
0.77305556	2.09040000
0.77444444	2.09010000
0.77583333	2.08950000
0.77722222	2.08920000
0.77861111	2.08890000
0.78000000	2.08860000
0.78138889	2.08790000
0.78277778	2.08730000
0.78416667	2.08700000
0.78555556	2.08670000
0.78694444	2.08610000
0.78833333	2.08580000
0.78972222	2.08510000
0.79111111	2.08480000
0.79250000	2.08420000
0.79388889	2.08420000
0.79527778	2.08360000
0.79666667	2.08300000
0.79805556	2.08270000
0.79944444	2.08240000
0.80083333	2.08170000
0.80222222	2.08110000
0.80361111	2.08110000
0.80500000	2.08050000
0.80638889	2.07960000
0.80777778	2.07930000
0.80916667	2.07890000
0.81055556	2.07830000
0.81194444	2.07800000
0.81333333	2.07770000
0.81472222	2.07710000
0.81611111	2.07680000
0.81750000	2.07650000
0.81888889	2.07580000
0.82027778	2.07550000
0.82166667	2.07490000
0.82305556	2.07460000
0.82444444	2.07430000
0.82583333	2.07400000
0.82722222	2.07340000
0.82861111	2.07310000
0.83000000	2.07240000
0.83138889	2.07210000
0.83277778	2.07150000
0.83416667	2.07120000
0.83555556	2.07090000
0.83694444	2.07030000
0.83833333	2.07000000
0.83972222	2.06960000
0.84111111	2.06900000
0.84250000	2.06870000
0.84388889	2.06840000
0.84527778	2.06780000
0.84666667	2.06750000
0.84805556	2.06690000
0.84944444	2.06650000
0.85083333	2.06590000
0.85222222	2.06560000
0.85361111	2.06530000
0.85500000	2.06500000
0.85638889	2.06470000
0.85777778	2.06410000
0.85916667	2.06340000
0.86055556	2.06340000
0.86194444	2.06280000
0.86333333	2.06220000
0.86472222	2.06190000
0.86611111	2.06160000
0.86750000	2.06100000
0.86888889	2.06070000
0.87027778	2.06030000
0.87166667	2.06000000
0.87305556	2.05940000
0.87444444	2.05880000
0.87583333	2.05850000
0.87722222	2.05790000
0.87861111	2.05760000
0.88000000	2.05690000
0.88138889	2.05660000
0.88277778	2.05630000
0.88416667	2.05570000
0.88555556	2.05570000
0.88694444	2.05510000
0.88833333	2.05480000
0.88972222	2.05450000
0.89111111	2.05380000
0.89250000	2.05350000
0.89388889	2.05290000
0.89527778	2.05260000
0.89666667	2.05230000
0.89805556	2.05170000
0.89944444	2.05140000
0.90083333	2.05100000
0.90222222	2.05070000
0.90361111	2.05010000
0.90500000	2.04980000
0.90638889	2.04950000
0.90777778	2.04890000
0.90916667	2.04860000
0.91055556	2.04830000
0.91194444	2.04760000
0.91333333	2.04730000
0.91472222	2.04700000
0.91611111	2.04640000
0.91750000	2.04610000
0.91888889	2.04580000
0.92027778	2.04550000
0.92166667	2.04480000
0.92305556	2.04450000
0.92444444	2.04420000
0.92583333	2.04360000
0.92722222	2.04330000
0.92861111	2.04300000
0.93000000	2.04240000
0.93138889	2.04210000
0.93277778	2.04170000
0.93416667	2.04140000
0.93555556	2.04080000
0.93694444	2.04050000
0.93833333	2.04020000
0.93972222	2.03960000
0.94111111	2.03930000
0.94250000	2.03860000
0.94388889	2.03800000
0.94527778	2.03770000
0.94666667	2.03740000
0.94805556	2.03710000
0.94944444	2.03680000
0.95083333	2.03620000
0.95222222	2.03590000
0.95361111	2.03550000
0.95500000	2.03490000
0.95638889	2.03460000
0.95777778	2.03430000
0.95916667	2.03370000
0.96055556	2.03340000
0.96194444	2.03310000
0.96333333	2.03280000
0.96472222	2.03240000
0.96611111	2.03180000
0.96750000	2.03150000
0.96888889	2.03120000
0.97027778	2.03060000
0.97166667	2.03030000
0.97305556	2.03000000
0.97444444	2.02930000
0.97583333	2.02900000
0.97722222	2.02870000
0.97861111	2.02840000
0.98000000	2.02810000
0.98138889	2.02750000
0.98277778	2.02720000
0.98416667	2.02690000
0.98555556	2.02620000
0.98694444	2.02590000
0.98833333	2.02560000
0.98972222	2.02530000
0.99111111	2.02500000
0.99250000	2.02440000
0.99388889	2.02410000
0.99527778	2.02380000
0.99666667	2.02310000
0.99805556	2.02310000
0.99944444	2.02250000
1.00083333	2.02220000
1.00222222	2.02190000
1.00361111	2.02130000
1.00500000	2.02100000
1.00638889	2.02070000
1.00777778	2.02000000
1.00916667	2.02000000
1.01055556	2.01940000
1.01194444	2.01910000
1.01333333	2.01880000
1.01472222	2.01790000
1.01611111	2.01760000
1.01750000	2.01720000
1.01888889	2.01660000
1.02027778	2.01630000
1.02166667	2.01600000
1.02305556	2.01570000
1.02444444	2.01540000
1.02583333	2.01480000
1.02722222	2.01450000
1.02861111	2.01410000
1.03000000	2.01380000
1.03138889	2.01350000
1.03277778	2.01290000
1.03416667	2.01260000
1.03555556	2.01230000
1.03694444	2.01170000
1.03833333	2.01170000
1.03972222	2.01100000
1.04111111	2.01070000
1.04250000	2.01040000
1.04388889	2.01010000
1.04527778	2.00980000
1.04666667	2.00920000
1.04805556	2.00890000
1.04944444	2.00860000
1.05083333	2.00790000
1.05222222	2.00760000
1.05361111	2.00730000
1.05500000	2.00700000
1.05638889	2.00670000
1.05777778	2.00610000
1.05916667	2.00610000
1.06055556	2.00550000
1.06194444	2.00520000
1.06333333	2.00480000
1.06472222	2.00420000
1.06611111	2.00390000
1.06750000	2.00360000
1.06888889	2.00330000
1.07027778	2.00300000
1.07166667	2.00270000
1.07305556	2.00240000
1.07444444	2.00170000
1.07583333	2.00140000
1.07722222	2.00110000
1.07861111	2.00050000
1.08000000	2.00020000
1.08138889	1.99990000
1.08277778	1.99960000
1.08416667	1.99930000
1.08555556	1.99900000
1.08694444	1.99860000
1.08833333	1.99800000
1.08972222	1.99740000
1.09111111	1.99710000
1.09250000	1.99650000
1.09388889	1.99650000
1.09527778	1.99590000
1.09666667	1.99550000
1.09805556	1.99520000
1.09944444	1.99490000
1.10083333	1.99460000
1.10222222	1.99400000
1.10361111	1.99400000
1.10500000	1.99340000
1.10638889	1.99310000
1.10777778	1.99280000
1.10916667	1.99240000
1.11055556	1.99180000
1.11194444	1.99150000
1.11333333	1.99120000
1.11472222	1.99090000
1.11611111	1.99060000
1.11750000	1.99030000
1.11888889	1.99000000
1.12027778	1.98930000
1.12166667	1.98900000
1.12305556	1.98870000
1.12444444	1.98840000
1.12583333	1.98780000
1.12722222	1.98750000
1.12861111	1.98720000
1.13000000	1.98690000
1.13138889	1.98660000
1.13277778	1.98620000
1.13416667	1.98590000
1.13555556	1.98530000
1.13694444	1.98530000
1.13833333	1.98470000
1.13972222	1.98440000
1.14111111	1.98410000
1.14250000	1.98380000
1.14388889	1.98350000
1.14527778	1.98310000
1.14666667	1.98280000
1.14805556	1.98220000
1.14944444	1.98190000
1.15083333	1.98160000
1.15222222	1.98130000
1.15361111	1.98100000
1.15500000	1.98040000
1.15638889	1.98000000
1.15777778	1.97970000
1.15916667	1.97940000
1.16055556	1.97910000
1.16194444	1.97880000
1.16333333	1.97850000
1.16472222	1.97820000
1.16611111	1.97760000
1.16750000	1.97730000
1.16888889	1.97660000
1.17027778	1.97630000
1.17166667	1.97600000
1.17305556	1.97570000
1.17444444	1.97510000
1.17583333	1.97510000
1.17722222	1.97450000
1.17861111	1.97420000
1.18000000	1.97380000
1.18138889	1.97350000
1.18277778	1.97320000
1.18416667	1.97290000
1.18555556	1.97260000
1.18694444	1.97200000
1.18833333	1.97170000
1.18972222	1.97140000
1.19111111	1.97110000
1.19250000	1.97070000
1.19388889	1.97040000
1.19527778	1.97010000
1.19666667	1.96980000
1.19805556	1.96950000
1.19944444	1.96890000
1.20083333	1.96860000
1.20222222	1.96830000
1.20361111	1.96800000
1.20500000	1.96760000
1.20638889	1.96730000
1.20777778	1.96700000
1.20916667	1.96670000
1.21055556	1.96640000
1.21194444	1.96580000
1.21333333	1.96550000
1.21472222	1.96520000
1.21611111	1.96490000
1.21750000	1.96450000
1.21888889	1.96420000
1.22027778	1.96390000
1.22166667	1.96330000
1.22305556	1.96330000
1.22444444	1.96270000
1.22583333	1.96270000
1.22722222	1.96210000
1.22861111	1.96180000
1.23000000	1.96140000
1.23138889	1.96110000
1.23277778	1.96080000
1.23416667	1.96050000
1.23555556	1.95990000
1.23694444	1.95960000
1.23833333	1.95960000
1.23972222	1.95900000
1.24111111	1.95870000
1.24250000	1.95830000
1.24388889	1.95800000
1.24527778	1.95770000
1.24666667	1.95740000
1.24805556	1.95710000
1.24944444	1.95650000
1.25083333	1.95650000
1.25222222	1.95560000
1.25361111	1.95560000
1.25500000	1.95490000
1.25638889	1.95460000
1.25777778	1.95430000
1.25916667	1.95400000
1.26055556	1.95370000
1.26194444	1.95340000
1.26333333	1.95310000
1.26472222	1.95280000
1.26611111	1.95250000
1.26750000	1.95180000
1.26888889	1.95180000
1.27027778	1.95120000
1.27166667	1.95090000
1.27305556	1.95060000
1.27444444	1.95030000
1.27583333	1.95000000
1.27722222	1.94970000
1.27861111	1.94940000
1.28000000	1.94900000
1.28138889	1.94870000
1.28277778	1.94810000
1.28416667	1.94810000
1.28555556	1.94780000
1.28694444	1.94750000
1.28833333	1.94690000
1.28972222	1.94690000
1.29111111	1.94630000
1.29250000	1.94590000
1.29388889	1.94560000
1.29527778	1.94530000
1.29666667	1.94500000
1.29805556	1.94470000
1.29944444	1.94440000
1.30083333	1.94410000
1.30222222	1.94380000
1.30361111	1.94350000
1.30500000	1.94320000
1.30638889	1.94250000
1.30777778	1.94250000
1.30916667	1.94220000
1.31055556	1.94160000
1.31194444	1.94130000
1.31333333	1.94130000
1.31472222	1.94100000
1.31611111	1.94070000
1.31750000	1.94010000
1.31888889	1.93970000
1.32027778	1.93940000
1.32166667	1.93910000
1.32305556	1.93880000
1.32444444	1.93850000
1.32583333	1.93820000
1.32722222	1.93790000
1.32861111	1.93760000
1.33000000	1.93730000
1.33138889	1.93700000
1.33277778	1.93660000
1.33416667	1.93630000
1.33555556	1.93600000
1.33694444	1.93540000
1.33833333	1.93480000
1.33972222	1.93480000
1.34111111	1.93420000
1.34250000	1.93390000
1.34388889	1.93350000
1.34527778	1.93350000
1.34666667	1.93290000
1.34805556	1.93260000
1.34944444	1.93230000
1.35083333	1.93200000
1.35222222	1.93170000
1.35361111	1.93140000
1.35500000	1.93110000
1.35638889	1.93080000
1.35777778	1.93040000
1.35916667	1.93010000
1.36055556	1.92980000
1.36194444	1.92950000
1.36333333	1.92920000
1.36472222	1.92890000
1.36611111	1.92860000
1.36750000	1.92830000
1.36888889	1.92800000
1.37027778	1.92770000
1.37166667	1.92730000
1.37305556	1.92700000
1.37444444	1.92670000
1.37583333	1.92640000
1.37722222	1.92610000
1.37861111	1.92580000
1.38000000	1.92550000
1.38138889	1.92520000
1.38277778	1.92490000
1.38416667	1.92460000
1.38555556	1.92420000
1.38694444	1.92390000
1.38833333	1.92360000
1.38972222	1.92300000
1.39111111	1.92300000
1.39250000	1.92270000
1.39388889	1.92240000
1.39527778	1.92210000
1.39666667	1.92180000
1.39805556	1.92110000
1.39944444	1.92110000
1.40083333	1.92080000
1.40222222	1.92050000
1.40361111	1.92020000
1.40500000	1.91960000
1.40638889	1.91930000
1.40777778	1.91930000
1.40916667	1.91900000
1.41055556	1.91870000
1.41194444	1.91840000
1.41333333	1.91800000
1.41472222	1.91740000
1.41611111	1.91740000
1.41750000	1.91680000
1.41888889	1.91680000
1.42027778	1.91620000
1.42166667	1.91620000
1.42305556	1.91560000
1.42444444	1.91560000
1.42583333	1.91460000
1.42722222	1.91460000
1.42861111	1.91430000
1.43000000	1.91400000
1.43138889	1.91340000
1.43277778	1.91340000
1.43416667	1.91280000
1.43555556	1.91280000
1.43694444	1.91250000
1.43833333	1.91220000
1.43972222	1.91180000
1.44111111	1.91150000
1.44250000	1.91120000
1.44388889	1.91090000
1.44527778	1.91060000
1.44666667	1.91030000
1.44805556	1.91000000
1.44944444	1.90970000
1.45083333	1.90940000
1.45222222	1.90910000
1.45361111	1.90870000
1.45500000	1.90840000
1.45638889	1.90810000
1.45777778	1.90780000
1.45916667	1.90750000
1.46055556	1.90720000
1.46194444	1.90690000
1.46333333	1.90660000
1.46472222	1.90630000
1.46611111	1.90600000
1.46750000	1.90560000
1.46888889	1.90530000
1.47027778	1.90500000
1.47166667	1.90470000
1.47305556	1.90440000
1.47444444	1.90410000
1.47583333	1.90410000
1.47722222	1.90350000
1.47861111	1.90350000
1.48000000	1.90290000
1.48138889	1.90290000
1.48277778	1.90220000
1.48416667	1.90220000
1.48555556	1.90190000
1.48694444	1.90160000
1.48833333	1.90130000
1.48972222	1.90100000
1.49111111	1.90070000
1.49250000	1.90040000
1.49388889	1.90010000
1.49527778	1.89980000
1.49666667	1.89940000
1.49805556	1.89910000
1.49944444	1.89880000
1.50083333	1.89850000
1.50222222	1.89820000
1.50361111	1.89790000
1.50500000	1.89760000
1.50638889	1.89730000
1.50777778	1.89730000
1.50916667	1.89670000
1.51055556	1.89670000
1.51194444	1.89600000
1.51333333	1.89600000
1.51472222	1.89570000
1.51611111	1.89540000
1.51750000	1.89510000
1.51888889	1.89480000
1.52027778	1.89450000
1.52166667	1.89390000
1.52305556	1.89360000
1.52444444	1.89320000
1.52583333	1.89290000
1.52722222	1.89260000
1.52861111	1.89260000
1.53000000	1.89200000
1.53138889	1.89200000
1.53277778	1.89170000
1.53416667	1.89140000
1.53555556	1.89110000
1.53694444	1.89080000
1.53833333	1.89050000
1.53972222	1.89010000
1.54111111	1.88980000
1.54250000	1.88950000
1.54388889	1.88950000
1.54527778	1.88890000
1.54666667	1.88890000
1.54805556	1.88860000
1.54944444	1.88830000
1.55083333	1.88800000
1.55222222	1.88770000
1.55361111	1.88740000
1.55500000	1.88700000
1.55638889	1.88670000
1.55777778	1.88640000
1.55916667	1.88610000
1.56055556	1.88580000
1.56194444	1.88550000
1.56333333	1.88520000
1.56472222	1.88520000
1.56611111	1.88490000
1.56750000	1.88460000
1.56888889	1.88430000
1.57027778	1.88390000
1.57166667	1.88360000
1.57305556	1.88330000
1.57444444	1.88300000
1.57583333	1.88270000
1.57722222	1.88270000
1.57861111	1.88210000
1.58000000	1.88210000
1.58138889	1.88180000
1.58277778	1.88150000
1.58416667	1.88120000
1.58555556	1.88080000
1.58694444	1.88050000
1.58833333	1.88020000
1.58972222	1.88020000
1.59111111	1.87960000
1.59250000	1.87960000
1.59388889	1.87930000
1.59527778	1.87900000
1.59666667	1.87870000
1.59805556	1.87840000
1.59944444	1.87810000
1.60083333	1.87770000
1.60222222	1.87740000
1.60361111	1.87710000
1.60500000	1.87710000
1.60638889	1.87680000
1.60777778	1.87650000
1.60916667	1.87620000
1.61055556	1.87590000
1.61194444	1.87560000
1.61333333	1.87530000
1.61472222	1.87500000
1.61611111	1.87460000
