5.000,736.000
5.020,761.000
5.040,702.000
5.060,681.000
5.080,706.000
5.100,696.000
5.120,700.000
5.140,683.000
5.160,657.000
5.180,638.000
5.200,654.000
5.220,676.000
5.240,679.000
5.260,666.000
5.280,668.000
5.300,634.000
5.320,648.000
5.340,654.000
5.360,629.000
5.380,642.000
5.400,610.000
5.420,639.000
5.440,623.000
5.460,590.000
5.480,588.000
5.500,594.000
5.520,622.000
5.540,610.000
5.560,584.000
5.580,572.000
5.600,555.000
5.620,565.000
5.640,553.000
5.660,577.000
5.680,590.000
5.700,575.000
5.720,571.000
5.740,540.000
5.760,545.000
5.780,567.000
5.800,551.000
5.820,536.000
5.840,518.000
5.860,502.000
5.880,491.000
5.900,529.000
5.920,522.000
5.940,542.000
5.960,541.000
5.980,514.000
6.000,470.000
6.020,478.000
6.040,493.000
6.060,501.000
6.080,511.000
6.100,502.000
6.120,475.000
6.140,484.000
6.160,470.000
6.180,491.000
6.200,496.000
6.220,509.000
6.240,498.000
6.260,445.000
6.280,442.000
6.300,448.000
6.320,414.000
6.340,436.000
6.360,445.000
6.380,438.000
6.400,445.000
6.420,423.000
6.440,448.000
6.460,470.000
6.480,431.000
6.500,431.000
6.520,443.000
6.540,443.000
6.560,447.000
6.580,407.000
6.600,408.000
6.620,405.000
6.640,433.000
6.660,428.000
6.680,404.000
6.700,415.000
6.720,414.000
6.740,407.000
6.760,409.000
6.780,408.000
6.800,413.000
6.820,412.000
6.840,400.000
6.860,404.000
6.880,381.000
6.900,367.000
6.920,362.000
6.940,385.000
6.960,401.000
6.980,397.000
7.000,392.000
7.020,391.000
7.040,378.000
7.060,381.000
7.080,388.000
7.100,384.000
7.120,387.000
7.140,388.000
7.160,373.000
7.180,376.000
7.200,380.000
7.220,375.000
7.240,361.000
7.260,367.000
7.280,385.000
7.300,390.000
7.320,374.000
7.340,370.000
7.360,398.000
7.380,387.000
7.400,374.000
7.420,380.000
7.440,388.000
7.460,389.000
7.480,377.000
7.500,340.000
7.520,340.000
7.540,367.000
7.560,374.000
7.580,366.000
7.600,370.000
7.620,362.000
7.640,377.000
7.660,362.000
7.680,366.000
7.700,375.000
7.720,367.000
7.740,355.000
7.760,348.000
7.780,348.000
7.800,365.000
7.820,351.000
7.840,355.000
7.860,361.000
7.880,349.000
7.900,356.000
7.920,338.000
7.940,322.000
7.960,322.000
7.980,330.000
8.000,363.000
8.020,373.000
8.040,366.000
8.060,359.000
8.080,340.000
8.100,321.000
8.120,334.000
8.140,348.000
8.160,334.000
8.180,349.000
8.200,367.000
8.220,347.000
8.240,332.000
8.260,336.000
8.280,333.000
8.300,317.000
8.320,340.000
8.340,357.000
8.360,341.000
8.380,321.000
8.400,338.000
8.420,346.000
8.440,348.000
8.460,335.000
8.480,347.000
8.500,354.000
8.520,340.000
8.540,348.000
