5.000,480.000
5.020,484.000
5.040,491.000
5.060,463.000
5.080,454.000
5.100,445.000
5.120,430.000
5.140,480.000
5.160,483.000
5.180,458.000
5.200,463.000
5.220,433.000
5.240,435.000
5.260,456.000
5.280,444.000
5.300,398.000
5.320,407.000
5.340,439.000
5.360,439.000
5.380,429.000
5.400,455.000
5.420,432.000
5.440,419.000
5.460,405.000
5.480,388.000
5.500,399.000
5.520,376.000
5.540,371.000
5.560,369.000
5.580,385.000
5.600,392.000
5.620,405.000
5.640,396.000
5.660,376.000
5.680,380.000
5.700,388.000
5.720,362.000
5.740,360.000
5.760,353.000
5.780,381.000
5.800,364.000
5.820,339.000
5.840,333.000
5.860,347.000
5.880,357.000
5.900,321.000
5.920,339.000
5.940,340.000
5.960,316.000
5.980,312.000
6.000,310.000
6.020,299.000
6.040,305.000
6.060,324.000
6.080,336.000
6.100,325.000
6.120,323.000
6.140,321.000
6.160,314.000
6.180,323.000
6.200,313.000
6.220,296.000
6.240,287.000
6.260,274.000
6.280,283.000
6.300,295.000
6.320,301.000
6.340,303.000
6.360,266.000
6.380,271.000
6.400,271.000
6.420,279.000
6.440,281.000
6.460,263.000
6.480,272.000
6.500,266.000
6.520,259.000
6.540,278.000
6.560,268.000
6.580,247.000
6.600,263.000
6.620,264.000
6.640,260.000
6.660,262.000
6.680,250.000
6.700,241.000
6.720,249.000
6.740,249.000
6.760,249.000
6.780,251.000
6.800,246.000
6.820,255.000
6.840,264.000
6.860,244.000
6.880,229.000
6.900,234.000
6.920,238.000
6.940,257.000
6.960,274.000
6.980,249.000
7.000,228.000
7.020,230.000
7.040,244.000
7.060,237.000
7.080,228.000
7.100,225.000
7.120,224.000
7.140,233.000
7.160,239.000
7.180,238.000
7.200,221.000
7.220,210.000
7.240,214.000
7.260,216.000
7.280,213.000
7.300,202.000
7.320,196.000
7.340,192.000
7.360,189.000
7.380,200.000
7.400,208.000
7.420,204.000
7.440,191.000
7.460,209.000
7.480,219.000
7.500,214.000
7.520,214.000
7.540,203.000
7.560,190.000
7.580,202.000
7.600,205.000
7.620,201.000
7.640,187.000
7.660,185.000
7.680,195.000
7.700,198.000
7.720,180.000
7.740,188.000
7.760,206.000
7.780,209.000
7.800,200.000
7.820,184.000
7.840,195.000
7.860,215.000
7.880,203.000
7.900,190.000
7.920,185.000
7.940,198.000
7.960,207.000
7.980,199.000
8.000,183.000
8.020,174.000
8.040,177.000
8.060,198.000
8.080,207.000
