# == pyFAI calibration ==
# Distance Sample to Detector: 0.10401047200818728 m
# PONI: 2.723e-01, 1.277e-01 m
# Rotations: -0.007054 -0.003206 0.000160 rad
# 
# == Fit2d calibration ==
# Distance Sample-beamCenter: 104.014 mm
# Center: x=746.682, y=1580.912 pix
# Tilt: 0.444 deg  TiltPlanRot: -24.440 deg
# 
# Detector Pilatus CdTe 2M	 PixelSize= 1.720e-04, 1.720e-04 m
#    Detector has a mask: True 
#    Detector has a dark current: False 
#    detector has a flat field: False 
# 
# Wavelength: 3.5410000000000004e-11 m
# Mask applied: from detector
# Dark current applied: False
# Flat field applied: False
# Polarization factor: 0.99
# Normalization factor: 1.0
# --> C:/Users/au714043/OneDrive - Aarhus Universitet/Desktop/pyfai_notebook/npy/scan-0921_avg.dat
#        q_A^-1             I 
  7.502250e+00    4.226247e+03
  7.512750e+00    4.487180e+03
  7.523250e+00    4.484605e+03
  7.533750e+00    4.828989e+03
  7.544250e+00    4.838905e+03
  7.554750e+00    4.974983e+03
  7.565250e+00    4.977506e+03
  7.575750e+00    5.095136e+03
  7.586250e+00    5.146027e+03
  7.596750e+00    5.253016e+03
  7.607250e+00    5.149865e+03
  7.617750e+00    5.468409e+03
  7.628250e+00    6.031675e+03
  7.638750e+00    6.985189e+03
  7.649250e+00    7.992987e+03
  7.659750e+00    9.253797e+03
  7.670250e+00    1.049457e+04
  7.680750e+00    1.134883e+04
  7.691250e+00    1.192335e+04
  7.701750e+00    1.274859e+04
  7.712250e+00    1.260775e+04
  7.722750e+00    1.249777e+04
  7.733250e+00    1.226211e+04
  7.743750e+00    1.107780e+04
  7.754250e+00    9.759851e+03
  7.764750e+00    8.549498e+03
  7.775250e+00    7.156035e+03
  7.785750e+00    6.913325e+03
  7.796250e+00    6.501531e+03
  7.806750e+00    6.613899e+03
  7.817250e+00    6.614563e+03
  7.827750e+00    6.761484e+03
  7.838250e+00    6.877104e+03
  7.848750e+00    6.847394e+03
  7.859250e+00    6.967983e+03
  7.869750e+00    6.763167e+03
  7.880250e+00    6.714183e+03
  7.890750e+00    6.129549e+03
  7.901250e+00    5.316745e+03
  7.911750e+00    4.622841e+03
  7.922250e+00    4.060083e+03
  7.932750e+00    3.468434e+03
  7.943250e+00    3.301016e+03
  7.953750e+00    3.005270e+03
  7.964250e+00    2.805836e+03
  7.974750e+00    2.679437e+03
  7.985250e+00    2.586333e+03
  7.995750e+00    2.540687e+03
  8.006250e+00    2.581162e+03
  8.016750e+00    2.679746e+03
  8.027250e+00    2.997130e+03
  8.037750e+00    3.209311e+03
  8.048250e+00    3.757620e+03
  8.058750e+00    4.324040e+03
  8.069250e+00    5.230113e+03
  8.079750e+00    6.134762e+03
  8.090250e+00    7.103082e+03
  8.100750e+00    8.065691e+03
  8.111250e+00    8.675643e+03
  8.121750e+00    9.568926e+03
  8.132250e+00    9.929500e+03
  8.142750e+00    9.667752e+03
  8.153250e+00    9.887812e+03
  8.163750e+00    9.424903e+03
  8.174250e+00    8.789677e+03
  8.184750e+00    7.774477e+03
  8.195250e+00    6.644037e+03
  8.205750e+00    5.982068e+03
  8.216250e+00    5.443700e+03
  8.226750e+00    5.455141e+03
  8.237250e+00    5.268184e+03
  8.247750e+00    5.348500e+03
  8.258250e+00    5.189416e+03
  8.268750e+00    5.155520e+03
  8.279250e+00    5.000452e+03
  8.289750e+00    4.893670e+03
  8.300250e+00    4.769208e+03
  8.310750e+00    4.494015e+03
  8.321250e+00    4.267281e+03
  8.331750e+00    3.841497e+03
  8.342250e+00    3.489213e+03
  8.352750e+00    3.186270e+03
  8.363250e+00    2.972675e+03
  8.373750e+00    2.844293e+03
  8.384250e+00    2.764569e+03
  8.394750e+00    2.624620e+03
  8.405250e+00    2.560518e+03
  8.415750e+00    2.501053e+03
  8.426250e+00    2.498788e+03
  8.436750e+00    2.544885e+03
  8.447250e+00    2.587961e+03
  8.457750e+00    2.718260e+03
  8.468250e+00    2.803953e+03
  8.478750e+00    2.912664e+03
  8.489250e+00    3.083352e+03
  8.499750e+00    3.233892e+03
  8.510250e+00    3.430151e+03
  8.520750e+00    3.475744e+03
  8.531250e+00    3.735128e+03
  8.541750e+00    3.799135e+03
  8.552250e+00    4.029144e+03
  8.562750e+00    4.167666e+03
  8.573250e+00    4.232049e+03
  8.583750e+00    4.309251e+03
  8.594250e+00    4.703177e+03
  8.604750e+00    4.769651e+03
  8.615250e+00    5.073244e+03
  8.625750e+00    5.400669e+03
  8.636250e+00    5.994322e+03
  8.646750e+00    6.344700e+03
  8.657250e+00    6.835802e+03
  8.667750e+00    7.165904e+03
  8.678250e+00    7.642470e+03
  8.688750e+00    7.643077e+03
  8.699250e+00    7.536705e+03
  8.709750e+00    7.368279e+03
  8.720250e+00    6.911706e+03
  8.730750e+00    6.870673e+03
  8.741250e+00    6.448193e+03
  8.751750e+00    6.382216e+03
  8.762250e+00    6.388419e+03
  8.772750e+00    6.594748e+03
  8.783250e+00    6.882494e+03
  8.793750e+00    7.186899e+03
  8.804250e+00    7.087093e+03
  8.814750e+00    7.335293e+03
  8.825250e+00    7.157336e+03
  8.835750e+00    7.161556e+03
  8.846250e+00    6.931815e+03
  8.856750e+00    6.482758e+03
  8.867250e+00    6.177940e+03
  8.877750e+00    5.878957e+03
  8.888250e+00    5.870626e+03
  8.898750e+00    6.121616e+03
  8.909250e+00    6.149880e+03
  8.919750e+00    6.227438e+03
  8.930250e+00    6.327066e+03
  8.940750e+00    6.348026e+03
  8.951250e+00    6.309807e+03
  8.961750e+00    5.980189e+03
  8.972250e+00    5.885476e+03
  8.982750e+00    5.566463e+03
  8.993250e+00    5.080315e+03
  9.003750e+00    4.833158e+03
  9.014250e+00    4.700854e+03
  9.024750e+00    4.639483e+03
  9.035250e+00    4.603296e+03
  9.045750e+00    4.726567e+03
  9.056250e+00    4.668778e+03
  9.066750e+00    4.728888e+03
  9.077250e+00    4.720380e+03
  9.087750e+00    4.593844e+03
  9.098250e+00    4.507732e+03
  9.108750e+00    4.202013e+03
  9.119250e+00    3.937972e+03
  9.129750e+00    3.839452e+03
  9.140250e+00    3.708986e+03
  9.150750e+00    3.677420e+03
  9.161250e+00    3.674871e+03
  9.171750e+00    3.677060e+03
  9.182250e+00    3.755847e+03
  9.192750e+00    3.869829e+03
  9.203250e+00    3.902753e+03
  9.213750e+00    3.919967e+03
  9.224250e+00    3.969949e+03
  9.234750e+00    4.170020e+03
  9.245250e+00    4.253563e+03
  9.255750e+00    4.560898e+03
  9.266250e+00    4.855172e+03
  9.276750e+00    5.108108e+03
  9.287250e+00    5.267157e+03
  9.297750e+00    5.499076e+03
  9.308250e+00    5.598779e+03
  9.318750e+00    5.747901e+03
  9.329250e+00    5.658996e+03
  9.339750e+00    5.403275e+03
  9.350250e+00    5.113328e+03
  9.360750e+00    4.611154e+03
  9.371250e+00    4.057656e+03
  9.381750e+00    3.582595e+03
  9.392250e+00    3.383802e+03
  9.402750e+00    3.096422e+03
  9.413250e+00    2.987081e+03
  9.423750e+00    2.825903e+03
  9.434250e+00    2.706630e+03
  9.444750e+00    2.640662e+03
  9.455250e+00    2.601123e+03
  9.465750e+00    2.648978e+03
  9.476250e+00    2.725115e+03
  9.486750e+00    2.945183e+03
  9.497250e+00    3.069446e+03
  9.507750e+00    3.233538e+03
  9.518250e+00    3.357785e+03
  9.528750e+00    3.511166e+03
  9.539250e+00    3.631876e+03
  9.549750e+00    3.790389e+03
  9.560250e+00    3.979004e+03
  9.570750e+00    4.191406e+03
  9.581250e+00    4.365201e+03
  9.591750e+00    4.560452e+03
  9.602250e+00    4.796669e+03
  9.612750e+00    5.253997e+03
  9.623250e+00    5.488078e+03
  9.633750e+00    6.005434e+03
  9.644250e+00    6.148534e+03
  9.654750e+00    6.535354e+03
  9.665250e+00    6.798499e+03
  9.675750e+00    6.860113e+03
  9.686250e+00    6.940569e+03
  9.696750e+00    6.809678e+03
  9.707250e+00    6.395585e+03
  9.717750e+00    5.933478e+03
  9.728250e+00    5.487360e+03
  9.738750e+00    5.031264e+03
  9.749250e+00    4.894702e+03
  9.759750e+00    4.682304e+03
  9.770250e+00    4.607667e+03
  9.780750e+00    4.492773e+03
  9.791250e+00    4.391369e+03
  9.801750e+00    4.344413e+03
  9.812250e+00    4.112511e+03
  9.822750e+00    3.982927e+03
  9.833250e+00    3.824150e+03
  9.843750e+00    3.689987e+03
  9.854250e+00    3.570957e+03
  9.864750e+00    3.480459e+03
  9.875250e+00    3.445919e+03
  9.885750e+00    3.425895e+03
  9.896250e+00    3.414875e+03
  9.906750e+00    3.382628e+03
  9.917250e+00    3.347999e+03
  9.927750e+00    3.366027e+03
  9.938250e+00    3.252639e+03
  9.948750e+00    3.209248e+03
  9.959250e+00    3.185281e+03
  9.969750e+00    3.131019e+03
  9.980250e+00    3.145241e+03
  9.990750e+00    3.126478e+03
  1.000125e+01    3.157774e+03
  1.001175e+01    3.258833e+03
  1.002225e+01    3.360425e+03
  1.003275e+01    3.467394e+03
  1.004325e+01    3.633488e+03
  1.005375e+01    3.804845e+03
  1.006425e+01    3.995344e+03
  1.007475e+01    4.255254e+03
  1.008525e+01    4.444317e+03
  1.009575e+01    4.716230e+03
  1.010625e+01    4.904615e+03
  1.011675e+01    5.185540e+03
  1.012725e+01    5.309965e+03
  1.013775e+01    5.494604e+03
  1.014825e+01    5.604540e+03
  1.015875e+01    5.646636e+03
  1.016925e+01    5.426228e+03
  1.017975e+01    5.175491e+03
  1.019025e+01    4.990035e+03
  1.020075e+01    4.775729e+03
  1.021125e+01    4.751574e+03
  1.022175e+01    4.784776e+03
  1.023225e+01    4.755945e+03
  1.024275e+01    4.730428e+03
  1.025325e+01    4.583729e+03
  1.026375e+01    4.353135e+03
  1.027425e+01    4.217218e+03
  1.028475e+01    3.915214e+03
  1.029525e+01    3.624771e+03
  1.030575e+01    3.393854e+03
  1.031625e+01    3.071265e+03
  1.032675e+01    2.981512e+03
  1.033725e+01    2.806507e+03
  1.034775e+01    2.737657e+03
  1.035825e+01    2.646062e+03
  1.036875e+01    2.562096e+03
  1.037925e+01    2.543565e+03
  1.038975e+01    2.505610e+03
  1.040025e+01    2.524353e+03
  1.041075e+01    2.538024e+03
  1.042125e+01    2.588340e+03
  1.043175e+01    2.618323e+03
  1.044225e+01    2.631115e+03
  1.045275e+01    2.712650e+03
  1.046325e+01    2.793571e+03
  1.047375e+01    2.868557e+03
  1.048425e+01    2.935236e+03
  1.049475e+01    3.105199e+03
  1.050525e+01    3.161554e+03
  1.051575e+01    3.329134e+03
  1.052625e+01    3.466240e+03
  1.053675e+01    3.522361e+03
  1.054725e+01    3.678782e+03
  1.055775e+01    3.727136e+03
  1.056825e+01    3.956890e+03
  1.057875e+01    4.035288e+03
  1.058925e+01    4.176830e+03
  1.059975e+01    4.306229e+03
  1.061025e+01    4.458133e+03
  1.062075e+01    4.593994e+03
  1.063125e+01    4.668791e+03
  1.064175e+01    4.835506e+03
  1.065225e+01    4.822948e+03
  1.066275e+01    5.055270e+03
  1.067325e+01    5.058650e+03
  1.068375e+01    5.125257e+03
  1.069425e+01    5.217520e+03
  1.070475e+01    5.143552e+03
  1.071525e+01    5.006189e+03
  1.072575e+01    5.050382e+03
  1.073625e+01    4.838307e+03
  1.074675e+01    4.683442e+03
  1.075725e+01    4.598452e+03
  1.076775e+01    4.512592e+03
  1.077825e+01    4.515214e+03
  1.078875e+01    4.460723e+03
  1.079925e+01    4.321625e+03
  1.080975e+01    4.233977e+03
  1.082025e+01    4.192942e+03
  1.083075e+01    3.999849e+03
  1.084125e+01    3.929862e+03
  1.085175e+01    3.823357e+03
  1.086225e+01    3.648797e+03
  1.087275e+01    3.693072e+03
  1.088325e+01    3.588324e+03
  1.089375e+01    3.724502e+03
  1.090425e+01    3.645642e+03
  1.091475e+01    3.680019e+03
  1.092525e+01    3.747336e+03
  1.093575e+01    3.750418e+03
  1.094625e+01    3.818404e+03
  1.095675e+01    3.857943e+03
  1.096725e+01    3.927002e+03
  1.097775e+01    4.043534e+03
  1.098825e+01    4.148465e+03
  1.099875e+01    4.261351e+03
  1.100925e+01    4.297773e+03
  1.101975e+01    4.376583e+03
  1.103025e+01    4.452922e+03
  1.104075e+01    4.486711e+03
  1.105125e+01    4.633149e+03
  1.106175e+01    4.617767e+03
  1.107225e+01    4.628582e+03
  1.108275e+01    4.669123e+03
  1.109325e+01    4.565830e+03
  1.110375e+01    4.487320e+03
  1.111425e+01    4.419706e+03
  1.112475e+01    4.272769e+03
  1.113525e+01    4.018134e+03
  1.114575e+01    3.725790e+03
  1.115625e+01    3.546044e+03
  1.116675e+01    3.241990e+03
  1.117725e+01    3.146141e+03
  1.118775e+01    2.990880e+03
  1.119825e+01    2.887684e+03
  1.120875e+01    2.843217e+03
  1.121925e+01    2.822056e+03
  1.122975e+01    2.835217e+03
  1.124025e+01    2.904826e+03
  1.125075e+01    2.960991e+03
  1.126125e+01    3.038761e+03
  1.127175e+01    3.141758e+03
  1.128225e+01    3.238060e+03
  1.129275e+01    3.292535e+03
  1.130325e+01    3.353604e+03
  1.131375e+01    3.440676e+03
  1.132425e+01    3.514930e+03
  1.133475e+01    3.530533e+03
  1.134525e+01    3.606805e+03
  1.135575e+01    3.649677e+03
  1.136625e+01    3.629196e+03
  1.137675e+01    3.616041e+03
  1.138725e+01    3.654877e+03
  1.139775e+01    3.652670e+03
  1.140825e+01    3.631112e+03
  1.141875e+01    3.612168e+03
  1.142925e+01    3.638718e+03
  1.143975e+01    3.576503e+03
  1.145025e+01    3.568626e+03
  1.146075e+01    3.529397e+03
  1.147125e+01    3.493460e+03
  1.148175e+01    3.431917e+03
  1.149225e+01    3.389915e+03
  1.150275e+01    3.452669e+03
  1.151325e+01    3.513118e+03
  1.152375e+01    3.488219e+03
  1.153425e+01    3.574526e+03
  1.154475e+01    3.601354e+03
  1.155525e+01    3.635719e+03
  1.156575e+01    3.624169e+03
  1.157625e+01    3.601169e+03
  1.158675e+01    3.573107e+03
  1.159725e+01    3.532141e+03
  1.160775e+01    3.462692e+03
  1.161825e+01    3.390451e+03
  1.162875e+01    3.292346e+03
  1.163925e+01    3.265231e+03
  1.164975e+01    3.071929e+03
  1.166025e+01    2.967791e+03
  1.167075e+01    2.816193e+03
  1.168125e+01    2.752455e+03
  1.169175e+01    2.716518e+03
  1.170225e+01    2.729146e+03
  1.171275e+01    2.734700e+03
  1.172325e+01    2.749003e+03
  1.173375e+01    2.848060e+03
  1.174425e+01    2.900275e+03
  1.175475e+01    2.998887e+03
  1.176525e+01    3.051357e+03
  1.177575e+01    3.169219e+03
  1.178625e+01    3.275535e+03
  1.179675e+01    3.314213e+03
  1.180725e+01    3.484540e+03
  1.181775e+01    3.577789e+03
  1.182825e+01    3.753340e+03
  1.183875e+01    3.854652e+03
  1.184925e+01    3.936722e+03
  1.185975e+01    3.902326e+03
  1.187025e+01    3.905660e+03
  1.188075e+01    3.870438e+03
  1.189125e+01    3.835727e+03
  1.190175e+01    3.750229e+03
  1.191225e+01    3.635510e+03
  1.192275e+01    3.520015e+03
  1.193325e+01    3.419184e+03
  1.194375e+01    3.287395e+03
  1.195425e+01    3.089349e+03
  1.196475e+01    2.962195e+03
  1.197525e+01    2.823886e+03
  1.198575e+01    2.693589e+03
  1.199625e+01    2.591482e+03
  1.200675e+01    2.531760e+03
  1.201725e+01    2.457653e+03
  1.202775e+01    2.420489e+03
  1.203825e+01    2.412623e+03
  1.204875e+01    2.431599e+03
  1.205925e+01    2.468860e+03
  1.206975e+01    2.540536e+03
  1.208025e+01    2.650561e+03
  1.209075e+01    2.793838e+03
  1.210125e+01    2.955135e+03
  1.211175e+01    3.109032e+03
  1.212225e+01    3.330896e+03
  1.213275e+01    3.436967e+03
  1.214325e+01    3.621112e+03
  1.215375e+01    3.624432e+03
  1.216425e+01    3.770684e+03
  1.217475e+01    3.827438e+03
  1.218525e+01    3.903260e+03
  1.219575e+01    3.980189e+03
  1.220625e+01    4.018371e+03
  1.221675e+01    4.044225e+03
  1.222725e+01    4.063189e+03
  1.223775e+01    4.036340e+03
  1.224825e+01    3.938127e+03
  1.225875e+01    3.844663e+03
  1.226925e+01    3.754817e+03
  1.227975e+01    3.634063e+03
  1.229025e+01    3.485733e+03
  1.230075e+01    3.363835e+03
  1.231125e+01    3.299907e+03
  1.232175e+01    3.206901e+03
  1.233225e+01    3.131517e+03
  1.234275e+01    3.045370e+03
  1.235325e+01    2.939593e+03
  1.236375e+01    2.936526e+03
  1.237425e+01    2.876434e+03
  1.238475e+01    2.855919e+03
  1.239525e+01    2.893966e+03
  1.240575e+01    2.869171e+03
  1.241625e+01    2.923439e+03
  1.242675e+01    2.947099e+03
  1.243725e+01    2.986785e+03
  1.244775e+01    3.093112e+03
  1.245825e+01    3.196812e+03
  1.246875e+01    3.354975e+03
  1.247925e+01    3.433619e+03
  1.248975e+01    3.611827e+03
  1.250025e+01    3.595491e+03
  1.251075e+01    3.667482e+03
  1.252125e+01    3.677281e+03
  1.253175e+01    3.632782e+03
  1.254225e+01    3.612258e+03
  1.255275e+01    3.540505e+03
  1.256325e+01    3.515826e+03
  1.257375e+01    3.496947e+03
  1.258425e+01    3.591537e+03
  1.259475e+01    3.622998e+03
  1.260525e+01    3.581219e+03
  1.261575e+01    3.444341e+03
  1.262625e+01    3.272404e+03
  1.263675e+01    3.068137e+03
  1.264725e+01    2.986176e+03
  1.265775e+01    2.844927e+03
  1.266825e+01    2.762022e+03
  1.267875e+01    2.739851e+03
  1.268925e+01    2.657091e+03
  1.269975e+01    2.646425e+03
  1.271025e+01    2.574764e+03
  1.272075e+01    2.525529e+03
  1.273125e+01    2.515098e+03
  1.274175e+01    2.505890e+03
  1.275225e+01    2.496719e+03
  1.276275e+01    2.502865e+03
  1.277325e+01    2.510949e+03
  1.278375e+01    2.513532e+03
  1.279425e+01    2.524394e+03
  1.280475e+01    2.585021e+03
  1.281525e+01    2.590812e+03
  1.282575e+01    2.626748e+03
  1.283625e+01    2.661028e+03
  1.284675e+01    2.706882e+03
  1.285725e+01    2.759513e+03
  1.286775e+01    2.805899e+03
  1.287825e+01    2.878768e+03
  1.288875e+01    2.962495e+03
  1.289925e+01    3.023674e+03
  1.290975e+01    3.166223e+03
  1.292025e+01    3.295761e+03
  1.293075e+01    3.454324e+03
  1.294125e+01    3.570369e+03
  1.295175e+01    3.590466e+03
  1.296225e+01    3.635724e+03
  1.297275e+01    3.629247e+03
  1.298325e+01    3.665159e+03
  1.299375e+01    3.649987e+03
  1.300425e+01    3.667859e+03
  1.301475e+01    3.654649e+03
  1.302525e+01    3.625133e+03
  1.303575e+01    3.598564e+03
  1.304625e+01    3.575649e+03
  1.305675e+01    3.494022e+03
  1.306725e+01    3.417324e+03
  1.307775e+01    3.268825e+03
  1.308825e+01    3.132077e+03
  1.309875e+01    3.025054e+03
  1.310925e+01    2.985606e+03
  1.311975e+01    2.914321e+03
  1.313025e+01    2.912638e+03
  1.314075e+01    2.895137e+03
  1.315125e+01    2.898238e+03
  1.316175e+01    2.930717e+03
  1.317225e+01    2.973326e+03
  1.318275e+01    3.052260e+03
  1.319325e+01    3.104380e+03
  1.320375e+01    3.147907e+03
  1.321425e+01    3.160695e+03
  1.322475e+01    3.178012e+03
  1.323525e+01    3.159415e+03
  1.324575e+01    3.123694e+03
  1.325625e+01    3.102352e+03
  1.326675e+01    3.064932e+03
  1.327725e+01    3.078624e+03
  1.328775e+01    3.075280e+03
  1.329825e+01    3.040504e+03
  1.330875e+01    2.994297e+03
  1.331925e+01    2.909386e+03
  1.332975e+01    2.870417e+03
  1.334025e+01    2.785173e+03
  1.335075e+01    2.691184e+03
  1.336125e+01    2.598387e+03
  1.337175e+01    2.541696e+03
  1.338225e+01    2.500214e+03
  1.339275e+01    2.440785e+03
  1.340325e+01    2.407964e+03
  1.341375e+01    2.400553e+03
  1.342425e+01    2.383346e+03
  1.343475e+01    2.385932e+03
  1.344525e+01    2.386152e+03
  1.345575e+01    2.399326e+03
  1.346625e+01    2.416123e+03
  1.347675e+01    2.457541e+03
  1.348725e+01    2.488985e+03
  1.349775e+01    2.550189e+03
  1.350825e+01    2.618597e+03
  1.351875e+01    2.675022e+03
  1.352925e+01    2.783727e+03
  1.353975e+01    2.838144e+03
  1.355025e+01    2.892082e+03
  1.356075e+01    2.916209e+03
  1.357125e+01    2.941249e+03
  1.358175e+01    2.950750e+03
  1.359225e+01    2.943951e+03
  1.360275e+01    2.968491e+03
  1.361325e+01    2.948060e+03
  1.362375e+01    2.955358e+03
  1.363425e+01    2.954423e+03
  1.364475e+01    2.967058e+03
  1.365525e+01    2.972740e+03
  1.366575e+01    2.982693e+03
  1.367625e+01    2.948562e+03
  1.368675e+01    2.935312e+03
  1.369725e+01    2.946492e+03
  1.370775e+01    2.932353e+03
  1.371825e+01    2.915487e+03
  1.372875e+01    2.873634e+03
  1.373925e+01    2.872787e+03
  1.374975e+01    2.809990e+03
  1.376025e+01    2.780029e+03
  1.377075e+01    2.745832e+03
  1.378125e+01    2.751171e+03
  1.379175e+01    2.729446e+03
  1.380225e+01    2.715641e+03
  1.381275e+01    2.700215e+03
  1.382325e+01    2.699799e+03
  1.383375e+01    2.674064e+03
  1.384425e+01    2.658472e+03
  1.385475e+01    2.634319e+03
  1.386525e+01    2.631582e+03
  1.387575e+01    2.605249e+03
  1.388625e+01    2.630468e+03
  1.389675e+01    2.642809e+03
  1.390725e+01    2.679002e+03
  1.391775e+01    2.727409e+03
  1.392825e+01    2.787900e+03
  1.393875e+01    2.821880e+03
  1.394925e+01    2.856778e+03
  1.395975e+01    2.871634e+03
  1.397025e+01    2.860358e+03
  1.398075e+01    2.829890e+03
  1.399125e+01    2.799595e+03
  1.400175e+01    2.720433e+03
  1.401225e+01    2.701193e+03
  1.402275e+01    2.641163e+03
  1.403325e+01    2.633506e+03
  1.404375e+01    2.608565e+03
  1.405425e+01    2.616487e+03
  1.406475e+01    2.596325e+03
  1.407525e+01    2.568153e+03
  1.408575e+01    2.530414e+03
  1.409625e+01    2.511390e+03
  1.410675e+01    2.493935e+03
  1.411725e+01    2.481156e+03
  1.412775e+01    2.470814e+03
  1.413825e+01    2.504107e+03
  1.414875e+01    2.544918e+03
  1.415925e+01    2.607765e+03
  1.416975e+01    2.699383e+03
  1.418025e+01    2.827933e+03
  1.419075e+01    2.915589e+03
  1.420125e+01    2.985556e+03
  1.421175e+01    3.012462e+03
  1.422225e+01    3.082646e+03
  1.423275e+01    3.093361e+03
  1.424325e+01    3.114595e+03
  1.425375e+01    3.155230e+03
  1.426425e+01    3.161870e+03
  1.427475e+01    3.181688e+03
  1.428525e+01    3.187433e+03
  1.429575e+01    3.191712e+03
  1.430625e+01    3.169578e+03
  1.431675e+01    3.153800e+03
  1.432725e+01    3.092704e+03
  1.433775e+01    3.044995e+03
  1.434825e+01    2.976812e+03
  1.435875e+01    2.904118e+03
  1.436925e+01    2.811118e+03
  1.437975e+01    2.754538e+03
  1.439025e+01    2.701468e+03
  1.440075e+01    2.631268e+03
  1.441125e+01    2.567670e+03
  1.442175e+01    2.516599e+03
  1.443225e+01    2.477604e+03
  1.444275e+01    2.445406e+03
  1.445325e+01    2.426987e+03
  1.446375e+01    2.415949e+03
  1.447425e+01    2.423624e+03
  1.448475e+01    2.473260e+03
  1.449525e+01    2.488190e+03
  1.450575e+01    2.496362e+03
  1.451625e+01    2.532039e+03
  1.452675e+01    2.553133e+03
  1.453725e+01    2.597671e+03
  1.454775e+01    2.620064e+03
  1.455825e+01    2.665334e+03
  1.456875e+01    2.698312e+03
  1.457925e+01    2.757333e+03
  1.458975e+01    2.782085e+03
  1.460025e+01    2.795542e+03
  1.461075e+01    2.781854e+03
  1.462125e+01    2.760609e+03
  1.463175e+01    2.712457e+03
  1.464225e+01    2.670812e+03
  1.465275e+01    2.623393e+03
  1.466325e+01    2.583007e+03
  1.467375e+01    2.549631e+03
  1.468425e+01    2.514369e+03
  1.469475e+01    2.519728e+03
  1.470525e+01    2.460704e+03
  1.471575e+01    2.432784e+03
  1.472625e+01    2.404027e+03
  1.473675e+01    2.379160e+03
  1.474725e+01    2.341290e+03
  1.475775e+01    2.325426e+03
  1.476825e+01    2.302745e+03
  1.477875e+01    2.288232e+03
  1.478925e+01    2.293744e+03
  1.479975e+01    2.300099e+03
  1.481025e+01    2.306011e+03
  1.482075e+01    2.336687e+03
  1.483125e+01    2.367707e+03
  1.484175e+01    2.400615e+03
  1.485225e+01    2.430915e+03
  1.486275e+01    2.470283e+03
  1.487325e+01    2.518814e+03
  1.488375e+01    2.540041e+03
  1.489425e+01    2.579143e+03
  1.490475e+01    2.578903e+03
  1.491525e+01    2.602091e+03
  1.492575e+01    2.604644e+03
  1.493625e+01    2.604506e+03
  1.494675e+01    2.634957e+03
  1.495725e+01    2.621140e+03
  1.496775e+01    2.612524e+03
  1.497825e+01    2.627605e+03
  1.498875e+01    2.618157e+03
  1.499925e+01    2.602869e+03
  1.500975e+01    2.586972e+03
  1.502025e+01    2.576964e+03
  1.503075e+01    2.584155e+03
  1.504125e+01    2.564782e+03
  1.505175e+01    2.550422e+03
  1.506225e+01    2.547114e+03
  1.507275e+01    2.555734e+03
  1.508325e+01    2.587860e+03
  1.509375e+01    2.640458e+03
  1.510425e+01    2.684199e+03
  1.511475e+01    2.715255e+03
  1.512525e+01    2.746087e+03
  1.513575e+01    2.731927e+03
  1.514625e+01    2.711037e+03
  1.515675e+01    2.663981e+03
  1.516725e+01    2.624927e+03
  1.517775e+01    2.625009e+03
  1.518825e+01    2.593746e+03
  1.519875e+01    2.611150e+03
  1.520925e+01    2.641673e+03
  1.521975e+01    2.659140e+03
  1.523025e+01    2.661961e+03
  1.524075e+01    2.623728e+03
  1.525125e+01    2.548535e+03
  1.526175e+01    2.517642e+03
  1.527225e+01    2.488483e+03
  1.528275e+01    2.470659e+03
  1.529325e+01    2.443540e+03
  1.530375e+01    2.406927e+03
  1.531425e+01    2.390351e+03
  1.532475e+01    2.361205e+03
  1.533525e+01    2.354200e+03
  1.534575e+01    2.356898e+03
  1.535625e+01    2.360698e+03
  1.536675e+01    2.354385e+03
  1.537725e+01    2.366427e+03
  1.538775e+01    2.408825e+03
  1.539825e+01    2.430688e+03
  1.540875e+01    2.470304e+03
  1.541925e+01    2.514276e+03
  1.542975e+01    2.545249e+03
  1.544025e+01    2.567375e+03
  1.545075e+01    2.576194e+03
  1.546125e+01    2.587006e+03
  1.547175e+01    2.585502e+03
  1.548225e+01    2.592048e+03
  1.549275e+01    2.594816e+03
  1.550325e+01    2.604471e+03
  1.551375e+01    2.585856e+03
  1.552425e+01    2.610347e+03
  1.553475e+01    2.622629e+03
  1.554525e+01    2.607855e+03
  1.555575e+01    2.596786e+03
  1.556625e+01    2.576288e+03
  1.557675e+01    2.539695e+03
  1.558725e+01    2.515845e+03
  1.559775e+01    2.482331e+03
  1.560825e+01    2.473616e+03
  1.561875e+01    2.475006e+03
  1.562925e+01    2.455873e+03
  1.563975e+01    2.404225e+03
  1.565025e+01    2.380842e+03
  1.566075e+01    2.364497e+03
  1.567125e+01    2.361723e+03
  1.568175e+01    2.362804e+03
  1.569225e+01    2.353676e+03
  1.570275e+01    2.367597e+03
  1.571325e+01    2.376114e+03
  1.572375e+01    2.369639e+03
  1.573425e+01    2.381221e+03
  1.574475e+01    2.392528e+03
  1.575525e+01    2.441337e+03
  1.576575e+01    2.478240e+03
  1.577625e+01    2.516791e+03
  1.578675e+01    2.528908e+03
  1.579725e+01    2.529576e+03
  1.580775e+01    2.540472e+03
  1.581825e+01    2.505629e+03
  1.582875e+01    2.487121e+03
  1.583925e+01    2.453990e+03
  1.584975e+01    2.406273e+03
  1.586025e+01    2.372918e+03
  1.587075e+01    2.350315e+03
  1.588125e+01    2.314814e+03
