# == pyFAI calibration ==
# Distance Sample to Detector: 0.10401047200818728 m
# PONI: 2.723e-01, 1.277e-01 m
# Rotations: -0.007054 -0.003206 0.000160 rad
# 
# == Fit2d calibration ==
# Distance Sample-beamCenter: 104.014 mm
# Center: x=746.682, y=1580.912 pix
# Tilt: 0.444 deg  TiltPlanRot: -24.440 deg
# 
# Detector Pilatus CdTe 2M	 PixelSize= 1.720e-04, 1.720e-04 m
#    Detector has a mask: True 
#    Detector has a dark current: False 
#    detector has a flat field: False 
# 
# Wavelength: 3.5410000000000004e-11 m
# Mask applied: from detector
# Dark current applied: False
# Flat field applied: False
# Polarization factor: 0.99
# Normalization factor: 1.0
# --> C:/Users/au714043/OneDrive - Aarhus Universitet/Desktop/pyfai_notebook/npy/scan-0921_avg.dat
#        q_A^-1             I 
  5.906250e+00    2.512042e+03
  5.916750e+00    2.555946e+03
  5.927250e+00    2.628831e+03
  5.937750e+00    2.800623e+03
  5.948250e+00    2.878625e+03
  5.958750e+00    3.270371e+03
  5.969250e+00    3.727849e+03
  5.979750e+00    3.712322e+03
  5.990250e+00    4.150929e+03
  6.000750e+00    4.570351e+03
  6.011250e+00    4.765962e+03
  6.021750e+00    5.051188e+03
  6.032250e+00    5.210379e+03
  6.042750e+00    5.367907e+03
  6.053250e+00    5.137006e+03
  6.063750e+00    5.348280e+03
  6.074250e+00    5.080579e+03
  6.084750e+00    4.750503e+03
  6.095250e+00    4.608042e+03
  6.105750e+00    4.321951e+03
  6.116250e+00    4.356134e+03
  6.126750e+00    4.723815e+03
  6.137250e+00    5.144769e+03
  6.147750e+00    6.440090e+03
  6.158250e+00    7.462879e+03
  6.168750e+00    9.578611e+03
  6.179250e+00    1.093715e+04
  6.189750e+00    1.254153e+04
  6.200250e+00    1.398103e+04
  6.210750e+00    1.469561e+04
  6.221250e+00    1.546213e+04
  6.231750e+00    1.545782e+04
  6.242250e+00    1.579165e+04
  6.252750e+00    1.521168e+04
  6.263250e+00    1.469902e+04
  6.273750e+00    1.253813e+04
  6.284250e+00    1.122752e+04
  6.294750e+00    9.236274e+03
  6.305250e+00    7.886295e+03
  6.315750e+00    6.995432e+03
  6.326250e+00    7.117180e+03
  6.336750e+00    7.200259e+03
  6.347250e+00    8.630960e+03
  6.357750e+00    9.363494e+03
  6.368250e+00    1.066057e+04
  6.378750e+00    1.175354e+04
  6.389250e+00    1.222568e+04
  6.399750e+00    1.284222e+04
  6.410250e+00    1.306402e+04
  6.420750e+00    1.310932e+04
  6.431250e+00    1.296262e+04
  6.441750e+00    1.223140e+04
  6.452250e+00    1.123064e+04
  6.462750e+00    9.625029e+03
  6.473250e+00    8.146924e+03
  6.483750e+00    6.782180e+03
  6.494250e+00    5.553561e+03
  6.504750e+00    5.084208e+03
  6.515250e+00    5.045817e+03
  6.525750e+00    5.083366e+03
  6.536250e+00    5.506619e+03
  6.546750e+00    5.591464e+03
  6.557250e+00    6.080590e+03
  6.567750e+00    6.455035e+03
  6.578250e+00    6.325356e+03
  6.588750e+00    6.541823e+03
  6.599250e+00    6.943712e+03
  6.609750e+00    6.265199e+03
  6.620250e+00    5.899480e+03
  6.630750e+00    5.538062e+03
  6.641250e+00    5.196953e+03
  6.651750e+00    4.725461e+03
  6.662250e+00    4.442006e+03
  6.672750e+00    4.402946e+03
  6.683250e+00    4.585535e+03
  6.693750e+00    5.385689e+03
  6.704250e+00    5.999604e+03
