File_name   Scan_number     r_wp  scale_total scale_LFP    lp1_a       lp1_b       lp1_c       rbragg_1     wp_1     lp2_a        lp2_b        lp2_c        rbragg_2     wp_2
scan-0116_TT_05720.xy  05720      6.05080 0.000000080812     0.54404    10.33242     6.01016     4.69761     3.14401    57.09281     9.84430     5.80535     4.78791     2.82746    42.90719
scan-0116_TT_05721.xy  05721      6.11145 0.000000080343     0.53566    10.33235     6.01022     4.69751     2.92655    56.26449     9.84406     5.80530     4.78791     2.61927    43.73551
scan-0116_TT_05722.xy  05722      6.22542 0.000000079542     0.53119    10.33217     6.01002     4.69760     2.77442    55.82139     9.84398     5.80529     4.78794     2.65294    44.17861
scan-0116_TT_05723.xy  05723      6.32452 0.000000080658     0.52410    10.33216     6.01002     4.69759     2.71558    55.11948     9.84393     5.80524     4.78787     2.80366    44.88052
scan-0116_TT_05724.xy  05724      6.37354 0.000000081616     0.51829    10.33215     6.01005     4.69752     3.10568    54.54254     9.84405     5.80522     4.78786     2.61889    45.45746
scan-0116_TT_05725.xy  05725      6.31250 0.000000080387     0.51849    10.33221     6.01011     4.69746     3.35278    54.56284     9.84408     5.80524     4.78782     2.70076    45.43716
scan-0116_TT_05726.xy  05726      6.12779 0.000000072156     0.55035    10.33215     6.00994     4.69747     2.78437    57.71317     9.84441     5.80535     4.78791     2.83371    42.28683
scan-0116_TT_05727.xy  05727      6.20587 0.000000056849     0.52942    10.33209     6.00992     4.69734     2.66692    55.64351     9.84437     5.80545     4.78788     2.56754    44.35649
scan-0116_TT_05728.xy  05728      4.94751 0.000000027425     0.43224    10.33173     6.00972     4.69729     2.51331    45.91299     9.84448     5.80522     4.78771     1.98004    54.08701
scan-0116_TT_05729.xy  05729      5.18355 0.000000006397     0.38500    10.33287     6.00814     4.69733     2.82997    41.10640     9.84530     5.80477     4.78730     2.97174    58.89360
scan-0116_TT_05730.xy  05730      5.30349 0.000000001087     0.68946    10.32949     6.00190     4.69329     2.80451    71.17828     9.85490     5.80381     4.78395     3.67457    28.82172
scan-0116_TT_05731.xy  05731      5.27375 0.000000000800     1.40546    10.23637     5.95467     4.69224     2.83985   137.27710    10.19451     5.93199     4.65659   100.00000   -37.27710
scan-0116_TT_05732.xy  05732      5.91428 0.000000000529     0.83635    10.32042     5.97683     4.71507     3.54181    85.08812     9.89860     5.78055     4.76186     3.69851    14.91188
scan-0116_TT_05733.xy  05733      6.01489 0.000000000518     0.83065    10.33536     5.98665     4.69293     3.45781    84.47302     9.87929     5.84513     4.74231     4.35496    15.52698
scan-0116_TT_05734.xy  05734      6.01304 0.000000000639     0.66742    10.37057     5.97618     4.70525     3.77156    69.66739     9.97869     5.66192     4.71739     4.23353    30.33261
scan-0116_TT_05735.xy  05735      5.30447 0.000000000652     1.46937    10.30670     5.97988     4.70480     3.09751   141.11601     9.85771     5.90827     4.75018   100.00000   -41.11601
scan-0116_TT_05736.xy  05736      5.36590 0.000000000933     0.83155    10.31490     6.01283     4.72793     3.05703    85.22310     9.64703     5.67549     4.79523     3.19874    14.77690
scan-0116_TT_05737.xy  05737      5.34637 0.000000000394     1.83486    10.29997     5.97443     4.73857     2.97382   170.77053     9.85299     5.82692     4.83886   100.00000   -70.77053
scan-0116_TT_05738.xy  05738     59.64371 -0.000000007092     0.65508    10.41708     6.20819     4.58812   100.00000 -8698843647248.86820     9.62997     5.88458     4.75880   100.00000 -3979558277528.83010
scan-0116_TT_05739.xy  05739     58.22833 -0.000000007124     6.68540    10.24657     6.50010     4.79618   100.00000 -96005065418944.75000     8.97035     5.46908     5.51871    43.36661 66153660365171.46900
scan-0116_TT_05740.xy  05740     49.54706 -0.000000001107   -15.77537     9.40262     5.75326     4.51042    65.18127 26887408283848.85200     9.40107     5.77238     4.52616   100.00000 -27515751550845.30100
scan-0116_TT_05741.xy  05741     31.52609 0.000000000107     7.70600    10.19865     5.99502     4.69621    30.19184   460.45190     9.66452     5.89261     4.74419   100.00000  -360.45190
scan-0116_TT_05742.xy  05742     11.74497 0.000000000792    10.25485    10.19466     5.95405     4.69992     6.24195   721.99485    10.18041     5.94535     4.70638   100.00000  -621.99485
scan-0116_TT_05743.xy  05743      6.71886 0.000000000569     1.41173    10.21082     5.99293     4.71659     3.98239   136.00559     9.78841     5.91010     4.73709   100.00000   -36.00559
scan-0116_TT_05744.xy  05744      5.41265 0.000000000585     1.67320    10.27999     5.96948     4.72316     2.81342   159.60631    10.02185     5.89912     4.76008   100.00000   -59.60631
scan-0116_TT_05745.xy  05745      5.97413 0.000000000604     0.88009    10.32702     5.98808     4.71730     3.16482    89.23992     9.97042     5.73983     4.71858     3.66095    10.76008
scan-0116_TT_05746.xy  05746      5.34770 0.000000000580     1.59986    10.40803     5.96263     4.69765     2.87694   150.47152     9.74202     5.91103     4.73740   100.00000   -50.47152
scan-0116_TT_05747.xy  05747      5.86226 0.000000000706     0.68220    10.30723     5.98555     4.72294     3.36962    70.98869     9.98712     5.70132     4.69591     4.06478    29.01131
scan-0116_TT_05748.xy  05748      5.90035 0.000000000977     0.94994    10.31889     5.99434     4.71548     3.34626    95.53696     9.81409     5.83605     4.72234     3.98386     4.46304
scan-0116_TT_05749.xy  05749      5.38101 0.000000000870     0.81956    10.31823     5.98816     4.75494     2.86954    83.52522     9.88533     5.84496     4.76499     4.28106    16.47478
scan-0116_TT_05750.xy  05750      5.44612 0.000000000893     0.77742    10.29752     5.98401     4.71605     3.26900    79.45429     9.84043     5.83991     4.77754     4.23639    20.54571
scan-0116_TT_05751.xy  05751      5.32917 0.000000000899     0.76515    10.32587     5.98364     4.71485     3.11309    78.35498     9.85528     5.82210     4.77978     3.77792    21.64502
scan-0116_TT_05752.xy  05752      5.15249 0.000000001118     0.70071    10.36242     5.97734     4.70294     3.02909    72.29987     9.85834     5.80416     4.77678     4.06955    27.70013
scan-0116_TT_05753.xy  05753      5.51264 0.000000004203     0.33325    10.33590     6.00618     4.70318     2.74117    35.79447     9.84784     5.80672     4.78824     3.23867    64.20553
scan-0116_TT_05754.xy  05754      4.77730 0.000000018334     0.18782    10.33499     6.01123     4.69854     2.27645    20.50209     9.84639     5.80647     4.78900     2.61291    79.49791
scan-0116_TT_05755.xy  05755      4.87360 0.000000033118     0.17648    10.33429     6.01116     4.69837     2.41760    19.28773     9.84634     5.80631     4.78899     2.46234    80.71227
scan-0116_TT_05756.xy  05756      5.07440 0.000000044183     0.19274    10.33422     6.01117     4.69847     2.35877    21.02536     9.84635     5.80639     4.78904     2.37316    78.97464
scan-0116_TT_05757.xy  05757      5.53745 0.000000053554     0.23209    10.33390     6.01096     4.69848     2.34859    25.20550     9.84618     5.80634     4.78901     2.55703    74.79450
scan-0116_TT_05758.xy  05758      5.82194 0.000000061384     0.28435    10.33384     6.01115     4.69851     2.55679    30.70358     9.84596     5.80636     4.78888     2.44596    69.29642
scan-0116_TT_05759.xy  05759      5.97326 0.000000068125     0.34712    10.33400     6.01120     4.69840     3.25652    37.22093     9.84607     5.80637     4.78884     2.59135    62.77907
scan-0116_TT_05760.xy  05760      5.95159 0.000000071288     0.41060    10.33396     6.01120     4.69829     3.09092    43.71961     9.84611     5.80641     4.78883     2.37222    56.28039
scan-0116_TT_05761.xy  05761      5.91598 0.000000072012     0.45808    10.33392     6.01107     4.69837     2.97440    48.52226     9.84610     5.80635     4.78878     2.65717    51.47774
scan-0116_TT_05762.xy  05762      5.83481 0.000000068362     0.48198    10.33389     6.01115     4.69835     2.77873    50.92084     9.84622     5.80630     4.78870     2.45691    49.07916
scan-0116_TT_05763.xy  05763      5.67007 0.000000063686     0.48569    10.33405     6.01111     4.69831     2.72924    51.29258     9.84593     5.80642     4.78879     2.50683    48.70742
scan-0116_TT_05764.xy  05764      5.47546 0.000000052417     0.49147    10.33384     6.01108     4.69837     2.86418    51.86953     9.84618     5.80640     4.78868     2.36331    48.13047
scan-0116_TT_05765.xy  05765      5.59403 0.000000062138     0.47046    10.33384     6.01115     4.69840     2.69041    49.76538     9.84622     5.80638     4.78884     2.55582    50.23462
scan-0116_TT_05766.xy  05766      5.77929 0.000000069675     0.44363    10.33411     6.01104     4.69835     3.26370    47.06533     9.84616     5.80638     4.78882     2.54477    52.93467
scan-0116_TT_05767.xy  05767      5.82163 0.000000070299     0.45654    10.33399     6.01115     4.69835     3.19295    48.36793     9.84605     5.80635     4.78881     2.40076    51.63207
scan-0116_TT_05768.xy  05768      5.74011 0.000000069921     0.46857    10.33398     6.01109     4.69841     2.22558    49.57750     9.84587     5.80638     4.78882     2.56317    50.42250
scan-0116_TT_05769.xy  05769      5.78347 0.000000069736     0.45976    10.33409     6.01118     4.69838     2.69622    48.69171     9.84611     5.80642     4.78880     2.63547    51.30829
scan-0116_TT_05770.xy  05770      5.86765 0.000000069057     0.44886    10.33422     6.01117     4.69833     2.68417    47.59415     9.84604     5.80645     4.78884     2.63112    52.40585
scan-0116_TT_05771.xy  05771      6.04878 0.000000068030     0.45139    10.33404     6.01109     4.69839     2.76395    47.84872     9.84610     5.80634     4.78885     2.29992    52.15128
scan-0116_TT_05772.xy  05772      5.83865 0.000000069551     0.44662    10.33432     6.01115     4.69831     2.56240    47.36799     9.84602     5.80640     4.78880     2.74457    52.63201
scan-0116_TT_05773.xy  05773      5.79384 0.000000070449     0.44197    10.33411     6.01115     4.69832     2.80863    46.89860     9.84614     5.80635     4.78881     2.63009    53.10140
scan-0116_TT_05774.xy  05774      5.78389 0.000000069697     0.44150    10.33392     6.01121     4.69850     2.87219    46.85092     9.84625     5.80642     4.78890     2.64728    53.14908
scan-0116_TT_05775.xy  05775      5.85233 0.000000068353     0.42762    10.33427     6.01120     4.69835     2.63473    45.44836     9.84620     5.80640     4.78875     2.66941    54.55164
scan-0116_TT_05776.xy  05776      5.78485 0.000000069280     0.42924    10.33419     6.01122     4.69837     2.64894    45.61173     9.84617     5.80636     4.78878     2.72140    54.38827
scan-0116_TT_05777.xy  05777      5.72895 0.000000070735     0.42464    10.33415     6.01123     4.69838     3.07879    45.14655     9.84601     5.80641     4.78880     2.69353    54.85345
scan-0116_TT_05778.xy  05778      5.79339 0.000000069597     0.42877    10.33410     6.01118     4.69836     2.92941    45.56342     9.84632     5.80645     4.78876     2.47870    54.43658
scan-0116_TT_05779.xy  05779      5.80664 0.000000069827     0.42525    10.33416     6.01126     4.69830     2.50044    45.20750     9.84589     5.80640     4.78892     2.54576    54.79250
scan-0116_TT_05780.xy  05780      6.02174 0.000000068904     0.42155    10.33399     6.01124     4.69836     2.89249    44.83235     9.84594     5.80640     4.78889     2.57516    55.16765
scan-0116_TT_05781.xy  05781      6.24732 0.000000069842     0.43041    10.33416     6.01124     4.69842     2.60588    45.72997     9.84600     5.80646     4.78888     2.63674    54.27003
scan-0116_TT_05782.xy  05782      6.28297 0.000000070061     0.43347    10.33402     6.01112     4.69851     2.90320    46.03964     9.84607     5.80645     4.78883     2.68837    53.96036
scan-0116_TT_05783.xy  05783      6.07326 0.000000069399     0.42039    10.33408     6.01104     4.69840     2.76739    44.71470     9.84610     5.80636     4.78879     2.48978    55.28530
scan-0116_TT_05784.xy  05784      6.04643 0.000000070001     0.42560    10.33430     6.01104     4.69838     3.21691    45.24208     9.84607     5.80639     4.78889     2.58893    54.75792
scan-0116_TT_05785.xy  05785      6.17673 0.000000070753     0.43116    10.33430     6.01114     4.69828     3.76055    45.80598     9.84621     5.80641     4.78879     2.65823    54.19402
scan-0116_TT_05786.xy  05786      5.93683 0.000000069189     0.42225    10.33414     6.01126     4.69836     3.18485    44.90386     9.84612     5.80631     4.78884     2.86838    55.09614
scan-0116_TT_05787.xy  05787      5.84446 0.000000070022     0.42231    10.33415     6.01119     4.69831     3.05716    44.90872     9.84609     5.80639     4.78882     2.60947    55.09128
scan-0116_TT_05788.xy  05788      5.77013 0.000000071433     0.43211    10.33392     6.01105     4.69837     3.04613    45.90180     9.84599     5.80644     4.78878     2.62868    54.09820
scan-0116_TT_05789.xy  05789      5.82626 0.000000068306     0.42053    10.33413     6.01088     4.69835     2.65075    44.72867     9.84575     5.80633     4.78887     2.50053    55.27133
scan-0116_TT_05790.xy  05790      6.03193 0.000000066849     0.40890    10.33412     6.01128     4.69831     2.77869    43.54763     9.84591     5.80635     4.78883     2.77275    56.45237
scan-0116_TT_05791.xy  05791      5.97580 0.000000069240     0.43176    10.33406     6.01123     4.69834     2.66624    45.86740     9.84595     5.80628     4.78878     2.89219    54.13260
scan-0116_TT_05792.xy  05792      5.88748 0.000000070103     0.43252    10.33392     6.01128     4.69830     2.48997    45.94441     9.84586     5.80637     4.78874     2.57844    54.05559
scan-0116_TT_05793.xy  05793      5.69956 0.000000070985     0.43159    10.33406     6.01111     4.69841     2.79039    45.85041     9.84598     5.80635     4.78879     2.50838    54.14959
scan-0116_TT_05794.xy  05794      5.83616 0.000000072498     0.42897    10.33403     6.01121     4.69834     3.00108    45.58486     9.84593     5.80629     4.78878     2.74107    54.41514
scan-0116_TT_05795.xy  05795      5.87143 0.000000071691     0.43327    10.33395     6.01115     4.69826     2.87610    46.02014     9.84593     5.80628     4.78874     2.81157    53.97986
scan-0116_TT_05796.xy  05796      5.84586 0.000000070815     0.43533    10.33384     6.01102     4.69837     3.01082    46.22733     9.84587     5.80636     4.78876     2.71187    53.77267
scan-0116_TT_05797.xy  05797      5.93772 0.000000071601     0.43021    10.33380     6.01109     4.69824     2.91500    45.70977     9.84591     5.80626     4.78869     2.69786    54.29023
scan-0116_TT_05798.xy  05798      5.84481 0.000000071695     0.43424    10.33365     6.01109     4.69831     2.68410    46.11821     9.84568     5.80625     4.78871     2.71614    53.88179
scan-0116_TT_05799.xy  05799      5.86495 0.000000071850     0.44104    10.33388     6.01088     4.69834     2.67313    46.80542     9.84581     5.80623     4.78870     2.51669    53.19458
scan-0116_TT_05800.xy  05800      5.68764 0.000000071221     0.43384    10.33368     6.01108     4.69819     2.72630    46.07661     9.84578     5.80625     4.78863     2.26554    53.92339
scan-0116_TT_05801.xy  05801      5.72386 0.000000072046     0.42861    10.33359     6.01101     4.69824     2.65723    45.54752     9.84594     5.80614     4.78866     2.28940    54.45248
scan-0116_TT_05802.xy  05802      5.81200 0.000000070845     0.41997    10.33380     6.01103     4.69814     3.30875    44.67228     9.84578     5.80622     4.78858     2.71165    55.32772
scan-0116_TT_05803.xy  05803      5.79267 0.000000072031     0.42195    10.33367     6.01091     4.69812     3.60628    44.87142     9.84585     5.80621     4.78861     2.45778    55.12858
scan-0116_TT_05804.xy  05804      5.82733 0.000000071422     0.42915    10.33365     6.01097     4.69813     2.88730    45.60325     9.84558     5.80605     4.78864     2.57675    54.39675
scan-0116_TT_05805.xy  05805      5.73249 0.000000071782     0.43722    10.33366     6.01092     4.69815     2.54242    46.41998     9.84547     5.80600     4.78869     2.71464    53.58002
scan-0116_TT_05806.xy  05806      5.73159 0.000000071156     0.43302    10.33341     6.01085     4.69815     2.65419    45.99344     9.84536     5.80615     4.78861     2.33481    54.00656
scan-0116_TT_05807.xy  05807      5.71686 0.000000073286     0.43296    10.33346     6.01084     4.69825     3.14358    45.98956     9.84539     5.80603     4.78857     2.48206    54.01044
scan-0116_TT_05808.xy  05808      5.73819 0.000000072843     0.42439    10.33338     6.01078     4.69808     3.07554    45.12061     9.84526     5.80595     4.78861     2.69688    54.87939
scan-0116_TT_05809.xy  05809      5.77444 0.000000072219     0.42530    10.33336     6.01083     4.69804     3.26579    45.21238     9.84542     5.80603     4.78847     2.60627    54.78762
scan-0116_TT_05810.xy  05810      5.86134 0.000000072578     0.43145    10.33321     6.01080     4.69801     3.12229    45.83452     9.84539     5.80600     4.78848     2.53605    54.16548
scan-0116_TT_05811.xy  05811      5.65936 0.000000071299     0.42894    10.33323     6.01081     4.69803     2.84532    45.58133     9.84521     5.80596     4.78846     2.73288    54.41867
scan-0116_TT_05812.xy  05812      5.86146 0.000000071520     0.43208    10.33323     6.01067     4.69801     3.00603    45.89861     9.84544     5.80586     4.78846     2.57688    54.10139
scan-0116_TT_05813.xy  05813      5.78703 0.000000071573     0.42747    10.33312     6.01053     4.69803     2.88572    45.43116     9.84533     5.80595     4.78842     2.46751    54.56884
scan-0116_TT_05814.xy  05814      5.80477 0.000000071989     0.43289    10.33309     6.01064     4.69792     3.08067    45.98023     9.84530     5.80586     4.78844     2.68539    54.01977
scan-0116_TT_05815.xy  05815      5.85961 0.000000071796     0.43895    10.33285     6.01064     4.69787     3.11987    46.59323     9.84514     5.80580     4.78842     2.72041    53.40677
scan-0116_TT_05816.xy  05816      5.83853 0.000000071787     0.43808    10.33271     6.01054     4.69794     2.49403    46.50569     9.84510     5.80581     4.78830     2.59278    53.49431
scan-0116_TT_05817.xy  05817      5.83014 0.000000071612     0.42730    10.33289     6.01051     4.69787     2.51028    45.41452     9.84499     5.80572     4.78834     2.53501    54.58548
scan-0116_TT_05818.xy  05818      5.74918 0.000000071845     0.42661    10.33286     6.01050     4.69785     2.48706    45.34500     9.84508     5.80574     4.78823     2.58156    54.65500
scan-0116_TT_05819.xy  05819      5.93777 0.000000072054     0.42105    10.33284     6.01048     4.69772     2.80243    44.78198     9.84479     5.80568     4.78824     2.65034    55.21802
scan-0116_TT_05820.xy  05820      6.07425 0.000000071150     0.42197    10.33267     6.01047     4.69774     2.81506    44.87586     9.84479     5.80549     4.78821     2.58870    55.12414
scan-0116_TT_05821.xy  05821      5.88477 0.000000071596     0.42000    10.33263     6.01046     4.69765     3.00974    44.67435     9.84488     5.80552     4.78817     2.34357    55.32565
scan-0116_TT_05822.xy  05822      5.82551 0.000000071982     0.41820    10.33242     6.01038     4.69776     3.03234    44.49290     9.84456     5.80553     4.78808     2.58678    55.50710
scan-0116_TT_05823.xy  05823      5.72869 0.000000071449     0.41115    10.33260     6.01033     4.69763     2.65287    43.77623     9.84464     5.80541     4.78813     2.60700    56.22377
scan-0116_TT_05824.xy  05824      5.80128 0.000000071327     0.41008    10.33247     6.01029     4.69764     2.96156    43.66705     9.84445     5.80547     4.78816     2.44349    56.33295
scan-0116_TT_05825.xy  05825      5.73624 0.000000072715     0.41432    10.33230     6.01036     4.69761     2.66117    44.09851     9.84444     5.80542     4.78806     2.58102    55.90149
scan-0116_TT_05826.xy  05826      5.63419 0.000000073193     0.41706    10.33217     6.01029     4.69762     2.62902    44.37633     9.84440     5.80537     4.78809     2.31129    55.62367
scan-0116_TT_05827.xy  05827      5.84455 0.000000071382     0.42226    10.33219     6.01011     4.69759     2.89533    44.90480     9.84419     5.80528     4.78802     2.56899    55.09520
scan-0116_TT_05828.xy  05828      5.86680 0.000000072140     0.41728    10.33224     6.01017     4.69741     2.81806    44.39866     9.84431     5.80524     4.78799     2.75760    55.60134
scan-0116_TT_05829.xy  05829      5.85127 0.000000073305     0.41728    10.33222     6.01012     4.69753     2.67309    44.40026     9.84414     5.80525     4.78791     2.62065    55.59974
scan-0116_TT_05830.xy  05830      5.73842 0.000000073670     0.40740    10.33204     6.01012     4.69749     2.58425    43.39551     9.84416     5.80516     4.78789     2.58746    56.60449
scan-0116_TT_05831.xy  05831      5.83591 0.000000074163     0.40843    10.33183     6.01015     4.69750     2.73024    43.50104     9.84391     5.80512     4.78792     2.72323    56.49896
scan-0116_TT_05832.xy  05832      5.89847 0.000000073855     0.40912    10.33174     6.01006     4.69735     2.54464    43.57074     9.84400     5.80508     4.78780     2.73131    56.42926
scan-0116_TT_05833.xy  05833      6.24780 0.000000074159     0.41121    10.33174     6.00990     4.69740     2.70985    43.78315     9.84361     5.80508     4.78777     2.82497    56.21685
scan-0116_TT_05834.xy  05834      6.24598 0.000000074664     0.40656    10.33153     6.00993     4.69745     2.65818    43.31082     9.84366     5.80501     4.78776     2.73598    56.68918
scan-0116_TT_05835.xy  05835      5.96167 0.000000074631     0.41376    10.33171     6.00991     4.69729     2.27365    44.04218     9.84361     5.80500     4.78777     2.46228    55.95782
scan-0116_TT_05836.xy  05836      5.84775 0.000000074706     0.41138    10.33155     6.00983     4.69732     2.47684    43.80067     9.84360     5.80494     4.78770     2.52809    56.19933
scan-0116_TT_05837.xy  05837      5.96198 0.000000071774     0.41052    10.33154     6.00994     4.69737     3.04121    43.71429     9.84358     5.80489     4.78774     2.56646    56.28571
scan-0116_TT_05838.xy  05838      7.26660 0.000000055586     0.44257    10.33150     6.01005     4.69751     4.62965    46.96159     9.84357     5.80509     4.78778     2.54257    53.03841
scan-0116_TT_05839.xy  05839      8.20130 0.000000016865     0.52370    10.33137     6.01038     4.69785     6.78496    55.07961     9.84474     5.80521     4.78771     2.38962    44.92039
scan-0116_TT_05840.xy  05840      5.62845 0.000000004224     0.55937    10.33467     6.01070     4.69897     3.36177    58.60045     9.85057     5.80738     4.78686     3.45082    41.39955
scan-0116_TT_05841.xy  05841      4.23611 0.000000025328     0.44588    10.33386     6.01112     4.69823     2.13721    47.29407     9.84610     5.80635     4.78851     1.99459    52.70593
scan-0116_TT_05842.xy  05842      5.67595 0.000000065166     0.41301    10.33344     6.01101     4.69815     2.65698    43.96585     9.84554     5.80612     4.78859     2.56885    56.03415
scan-0116_TT_05843.xy  05843      5.96635 0.000000075412     0.42419    10.33344     6.01089     4.69806     2.58727    45.09996     9.84538     5.80608     4.78859     2.75513    54.90004
scan-0116_TT_05844.xy  05844      6.07571 0.000000074732     0.44211    10.33353     6.01081     4.69814     2.64208    46.91292     9.84550     5.80612     4.78854     2.60395    53.08708
scan-0116_TT_05845.xy  05845      6.07868 0.000000076038     0.45481    10.33332     6.01076     4.69823     2.50735    48.19369     9.84554     5.80599     4.78852     2.57761    51.80631
scan-0116_TT_05846.xy  05846      5.89270 0.000000076051     0.46021    10.33317     6.01072     4.69816     2.67240    48.73689     9.84526     5.80595     4.78854     2.57535    51.26311
scan-0116_TT_05847.xy  05847      5.83969 0.000000076082     0.46837    10.33320     6.01073     4.69814     2.86210    49.55684     9.84519     5.80599     4.78855     2.55380    50.44316
scan-0116_TT_05848.xy  05848      5.92002 0.000000078238     0.47478    10.33328     6.01081     4.69812     2.67182    50.19964     9.84552     5.80594     4.78852     2.45468    49.80036
scan-0116_TT_05849.xy  05849      5.93100 0.000000076948     0.48051    10.33307     6.01075     4.69806     2.41381    50.77376     9.84542     5.80597     4.78842     2.29504    49.22624
scan-0116_TT_05850.xy  05850      6.02248 0.000000076696     0.47650    10.33321     6.01080     4.69794     2.41247    50.37258     9.84508     5.80592     4.78847     2.57267    49.62742
scan-0116_TT_05851.xy  05851      6.13408 0.000000076225     0.48988    10.33318     6.01078     4.69804     2.43368    51.71207     9.84502     5.80592     4.78842     2.55594    48.28793
scan-0116_TT_05852.xy  05852      6.12228 0.000000075822     0.49619    10.33319     6.01074     4.69801     2.23181    52.34176     9.84530     5.80586     4.78844     2.61631    47.65824
scan-0116_TT_05853.xy  05853      6.06893 0.000000076242     0.49440    10.33303     6.01074     4.69786     2.35754    52.16276     9.84526     5.80588     4.78832     2.71913    47.83724
scan-0116_TT_05854.xy  05854      5.84658 0.000000077869     0.49738    10.33304     6.01060     4.69792     2.58099    52.46000     9.84503     5.80584     4.78837     2.53903    47.54000
scan-0116_TT_05855.xy  05855      5.93971 0.000000076113     0.49983    10.33298     6.01062     4.69797     3.16036    52.70476     9.84529     5.80583     4.78832     2.50782    47.29524
scan-0116_TT_05856.xy  05856      5.95131 0.000000076769     0.50320    10.33304     6.01064     4.69792     3.07312    53.04042     9.84514     5.80583     4.78831     2.62225    46.95958
scan-0116_TT_05857.xy  05857      5.97870 0.000000077712     0.51278    10.33303     6.01066     4.69782     3.31999    53.99395     9.84501     5.80593     4.78824     2.69720    46.00605
scan-0116_TT_05858.xy  05858      5.93371 0.000000077438     0.52456    10.33308     6.01060     4.69787     3.09150    55.16429     9.84515     5.80581     4.78825     2.60225    44.83571
scan-0116_TT_05859.xy  05859      5.88743 0.000000078449     0.53546    10.33295     6.01059     4.69788     3.25959    56.24415     9.84505     5.80579     4.78816     2.95368    43.75585
scan-0116_TT_05860.xy  05860      5.74600 0.000000079640     0.53889    10.33295     6.01055     4.69783     2.82976    56.58285     9.84491     5.80577     4.78824     2.53874    43.41715
scan-0116_TT_05861.xy  05861      5.88185 0.000000078615     0.54581    10.33285     6.01051     4.69779     2.97342    57.26649     9.84486     5.80569     4.78828     2.62839    42.73351
scan-0116_TT_05862.xy  05862      5.73447 0.000000079590     0.54227    10.33278     6.01053     4.69780     2.98277    56.91700     9.84503     5.80567     4.78822     2.60449    43.08300
scan-0116_TT_05863.xy  05863      5.86353 0.000000080488     0.54413    10.33277     6.01044     4.69777     3.22086    57.09959     9.84504     5.80562     4.78822     2.70805    42.90041
scan-0116_TT_05864.xy  05864      5.85652 0.000000077980     0.54698    10.33278     6.01039     4.69777     2.83362    57.38151     9.84468     5.80567     4.78820     2.69339    42.61849
scan-0116_TT_05865.xy  05865      5.82736 0.000000077333     0.54679    10.33269     6.01041     4.69779     2.69628    57.36300     9.84473     5.80565     4.78820     2.62537    42.63700
scan-0116_TT_05866.xy  05866      5.84335 0.000000078419     0.55138    10.33265     6.01042     4.69768     2.71750    57.81602     9.84476     5.80559     4.78806     2.44984    42.18398
scan-0116_TT_05867.xy  05867      5.97843 0.000000078932     0.55184    10.33266     6.01035     4.69771     3.24439    57.86114     9.84480     5.80568     4.78805     2.73196    42.13886
scan-0116_TT_05868.xy  05868      5.91173 0.000000078085     0.55634    10.33253     6.01036     4.69768     3.25991    58.30518     9.84454     5.80556     4.78810     2.85605    41.69482
scan-0116_TT_05869.xy  05869      5.96921 0.000000078886     0.56060    10.33244     6.01028     4.69769     3.54787    58.72413     9.84451     5.80549     4.78804     2.62932    41.27587
scan-0116_TT_05870.xy  05870      6.04371 0.000000080052     0.56542    10.33229     6.01029     4.69761     2.96723    59.19921     9.84426     5.80546     4.78799     2.68972    40.80079
scan-0116_TT_05871.xy  05871      5.93415 0.000000080858     0.56271    10.33236     6.01023     4.69756     3.14501    58.93234     9.84437     5.80545     4.78795     2.50172    41.06766
scan-0116_TT_05872.xy  05872      6.03605 0.000000079332     0.56004    10.33235     6.01021     4.69754     2.97187    58.66968     9.84433     5.80539     4.78793     2.73142    41.33032
scan-0116_TT_05873.xy  05873      6.32746 0.000000080779     0.54882    10.33228     6.01013     4.69753     3.50963    57.56343     9.84430     5.80535     4.78789     2.72930    42.43657
scan-0116_TT_05874.xy  05874      6.27459 0.000000081361     0.53669    10.33236     6.01002     4.69753     3.48160    56.36597     9.84407     5.80530     4.78789     2.62583    43.63403
scan-0116_TT_05875.xy  05875      6.25096 0.000000081284     0.52134    10.33240     6.00999     4.69754     2.58658    54.84587     9.84404     5.80517     4.78786     2.51162    45.15413
scan-0116_TT_05876.xy  05876      6.20974 0.000000080566     0.51259    10.33221     6.01000     4.69746     2.39152    53.97650     9.84402     5.80514     4.78784     2.63037    46.02350
scan-0116_TT_05877.xy  05877      6.38567 0.000000082364     0.49796    10.33226     6.01006     4.69747     2.71643    52.52068     9.84386     5.80513     4.78785     2.59114    47.47932
scan-0116_TT_05878.xy  05878      6.46602 0.000000080559     0.49746    10.33212     6.00999     4.69750     2.78169    52.47048     9.84392     5.80514     4.78777     2.67996    47.52952
scan-0116_TT_05879.xy  05879      5.73254 0.000000056219     0.44330    10.33206     6.00980     4.69741     2.97846    47.03320     9.84408     5.80510     4.78772     2.50953    52.96680
scan-0116_TT_05880.xy  05880      4.41113 0.000000019876     0.30604    10.33134     6.00908     4.69743     2.11722    32.96393     9.84361     5.80486     4.78776     2.20975    67.03607
scan-0116_TT_05881.xy  05881      5.36085 0.000000003763     0.36017    10.33185     6.00725     4.69722     2.83818    38.55039     9.84603     5.80487     4.78750     3.83425    61.44961
scan-0116_TT_05882.xy  05882      5.29117 0.000000001181     0.86968    10.32355     5.99969     4.72456     3.02081    88.16763     9.86953     5.80997     4.78070     3.71178    11.83237
